40  1.80638495  8.53342162  8.57205322  8.73021389  9.02072495  9.06761804
41  1.51413847  8.53019533  8.54424673  8.73598887  9.02804466  9.07293645
50  1.09194397  8.52536554  8.5511002   8.73963999  9.03089563  9.07737674
51  1.10469233  8.52484285  8.56204668  8.73965522  9.03225468  9.07935319
60  1.07321144  8.52994408  8.55849824  8.74274831  9.02830925  9.07555353
61  1.0675115   8.54269727  8.56989542  8.75142772  9.03573119  9.08158975
70  0.99661093  8.56218022  8.58091137  8.77032393  9.06004207  9.10612693
80  0.96157602  8.5481809   8.58387337  8.76275024  9.04943654  9.09540435
