#ExternalField.h_x         ExternalField.h_y         ExternalField.h_z         m_x                       m_y                       m_z                       unnamed               
+0.000000000000000e+00    +0.000000000000000e+00    -2.252568708654586e+06    -3.700095362870050e-02    -2.440317050372525e-02    -2.677943542369741e-02    -1.543212292232161e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.253366078108977e+06    -3.715265954563788e-02    -2.449250648091961e-02    -2.700294338898571e-02    -1.551341914772003e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.254163447563369e+06    -3.731092710115075e-02    -2.458394030552609e-02    -2.723587101483365e-02    -1.559787922376435e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.254960817017756e+06    -3.747662010639498e-02    -2.467756119916761e-02    -2.747930487508142e-02    -1.568586008161270e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.255758186472148e+06    -3.765080779111405e-02    -2.477344466943487e-02    -2.773455936297611e-02    -1.577779206911689e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.256555555926539e+06    -3.783483944384708e-02    -2.487163741588458e-02    -2.800325054440629e-02    -1.587420229572415e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.257352925380931e+06    -3.803045769754756e-02    -2.497213026101404e-02    -2.828740454904934e-02    -1.597574868883186e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.258150294835322e+06    -3.823997748611396e-02    -2.507480827153913e-02    -2.858962250836817e-02    -1.608327144655373e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.258947664289713e+06    -3.846658398045385e-02    -2.517935511867959e-02    -2.891334397591296e-02    -1.619787453813314e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.259745033744104e+06    -3.871486150144075e-02    -2.528505929450217e-02    -2.926329331000126e-02    -1.632106246854019e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.260542403198496e+06    -3.899182688575931e-02    -2.539040651751404e-02    -2.964632393479316e-02    -1.645499753416159e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.261339772652886e+06    -3.930990465848497e-02    -2.549319607186435e-02    -3.007486360383130e-02    -1.660364375848161e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.262137142107278e+06    -3.969035849788283e-02    -2.558336430312066e-02    -3.056505141134229e-02    -1.677178548716053e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.262934511561669e+06    -4.018574456646558e-02    -2.563907020807811e-02    -3.115887604279546e-02    -1.697214589303433e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.263731881016060e+06    -4.103437951166735e-02    -2.553144891034346e-02    -3.201987589051272e-02    -1.725249825469161e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.264529250470452e+06    +2.302996285728145e-02    -6.428463983468319e-02    -3.008920780866094e-01    -5.987568213620189e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.265326619924843e+06    +2.323321687691814e-02    -6.501446141924221e-02    -3.012873791320140e-01    -6.003700914300917e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.266123989379231e+06    +2.361408281969124e-02    -6.637962347183904e-02    -3.020421127660727e-01    -6.034133934818861e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.266921358833623e+06    +3.508118941769475e-03    +5.534771045484853e-03    -5.704656104919320e-01    -9.824897608831862e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.267718728288014e+06    +3.507581428333784e-03    +5.533923607169211e-03    -5.704659058691607e-01    -9.824927014589010e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.268516097742405e+06    +3.507044037623022e-03    +5.533075030640317e-03    -5.704662010876125e-01    -9.824956435338607e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.269313467196797e+06    +3.506506811027504e-03    +5.532226712259083e-03    -5.704664961699084e-01    -9.824985846315882e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.270110836651187e+06    +3.505969746692708e-03    +5.531378649661104e-03    -5.704667911177120e-01    -9.825015247623770e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.270908206105579e+06    +3.505432846676908e-03    +5.530530846088291e-03    -5.704670859299339e-01    -9.825044639150453e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.271705575559970e+06    +3.504896111315432e-03    +5.529683302077406e-03    -5.704673806064320e-01    -9.825074020878186e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.272502945014361e+06    +3.504359539217774e-03    +5.528836015434686e-03    -5.704676751480112e-01    -9.825103392883777e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.273300314468752e+06    +3.503823130795219e-03    +5.527988986806071e-03    -5.704679695544868e-01    -9.825132755145498e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.274097683923143e+06    +3.503286884481805e-03    +5.527142213720961e-03    -5.704682638267603e-01    -9.825162107749756e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.274895053377532e+06    +3.502750803007466e-03    +5.526295700486135e-03    -5.704685579633745e-01    -9.825191450547915e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.275692422831923e+06    +3.502214884392468e-03    +5.525449443984753e-03    -5.704688519654573e-01    -9.825220783648904e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.276489792286314e+06    +3.501679129600941e-03    +5.524603445734007e-03    -5.704691458325216e-01    -9.825250107000766e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.277287161740706e+06    +3.501143535664267e-03    +5.523757701050038e-03    -5.704694395662362e-01    -9.825279420766633e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.278084531195097e+06    +3.500608107777974e-03    +5.522912218128621e-03    -5.704697331637935e-01    -9.825308724663022e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.278881900649488e+06    +3.500072840179909e-03    +5.522066987887919e-03    -5.704700266283943e-01    -9.825338019005715e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.279679270103879e+06    +3.499537737099283e-03    +5.521222016989092e-03    -5.704703199577610e-01    -9.825367303564272e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.280476639558271e+06    +3.499002796215444e-03    +5.520377301781668e-03    -5.704706131532072e-01    -9.825396578466177e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.281274009012661e+06    +3.498468018149840e-03    +5.519532843240612e-03    -5.704709062144333e-01    -9.825425843678249e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.282071378467053e+06    +3.497933403899870e-03    +5.518688642943664e-03    -5.704711991409340e-01    -9.825455099146582e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.282868747921444e+06    +3.497398951595535e-03    +5.517844697941923e-03    -5.704714919337751e-01    -9.825484344974159e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.283666117375835e+06    +3.496864660678962e-03    +5.517001007349498e-03    -5.704717845933033e-01    -9.825513581192310e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.284463486830227e+06    +3.496330533875000e-03    +5.516157575468256e-03    -5.704720771180667e-01    -9.825542807652660e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.285260856284618e+06    +3.495796568271627e-03    +5.515314397709217e-03    -5.704723695097017e-01    -9.825572024515113e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.286058225739006e+06    +3.495262765259481e-03    +5.514471476260081e-03    -5.704726617674869e-01    -9.825601231704431e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.286855595193398e+06    +3.494729125272479e-03    +5.513628811811262e-03    -5.704729538912268e-01    -9.825630429197504e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.287652964647789e+06    +3.494195646187710e-03    +5.512786401012670e-03    -5.704732458821239e-01    -9.825659617111162e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.288450334102180e+06    +3.493662330502087e-03    +5.511944247801401e-03    -5.704735377388523e-01    -9.825688795309606e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.289247703556571e+06    +3.493129176335910e-03    +5.511102349217869e-03    -5.704738294624822e-01    -9.825717963896243e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.290045073010962e+06    +3.492596184804326e-03    +5.510260707017979e-03    -5.704741210524434e-01    -9.825747122810869e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.290842442465354e+06    +3.492063352670697e-03    +5.509419316095107e-03    -5.704744125105480e-01    -9.825776272231187e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.291639811919745e+06    +3.491530684015995e-03    +5.508578182884219e-03    -5.704747038346039e-01    -9.825805411934813e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.292437181374136e+06    +3.490998178093985e-03    +5.507737306220579e-03    -5.704749950250603e-01    -9.825834541963054e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.293234550828528e+06    +3.490465832241618e-03    +5.506896681897428e-03    -5.704752860834148e-01    -9.825863662462327e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.294031920282916e+06    +3.489933648940010e-03    +5.506056313825265e-03    -5.704755770083507e-01    -9.825892773297745e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.294829289737307e+06    +3.489401626216479e-03    +5.505216198897616e-03    -5.704758678009871e-01    -9.825921874577780e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.295626659191698e+06    +3.488869766110752e-03    +5.504376340330080e-03    -5.704761584602499e-01    -9.825950966191658e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.296424028646090e+06    +3.488338067142038e-03    +5.503536735791566e-03    -5.704764489869893e-01    -9.825980048220977e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.297221398100481e+06    +3.487806528493245e-03    +5.502697383988013e-03    -5.704767393816920e-01    -9.826009120711185e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.298018767554872e+06    +3.487275151707876e-03    +5.501858287355044e-03    -5.704770296435547e-01    -9.826038183578607e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.298816137009264e+06    +3.486743935588247e-03    +5.501019444007089e-03    -5.704773197732730e-01    -9.826067236889362e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.299613506463654e+06    +3.486212881151380e-03    +5.500180855547210e-03    -5.704776097703314e-01    -9.826096280588578e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.300410875918045e+06    +3.485681988182792e-03    +5.499342521640748e-03    -5.704778996348879e-01    -9.826125314688630e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.301208245372436e+06    +3.485151253998959e-03    +5.498504438050304e-03    -5.704781893684476e-01    -9.826154339336974e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.302005614826828e+06    +3.484620683512482e-03    +5.497666612525794e-03    -5.704784789683693e-01    -9.826183354265795e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.302802984281219e+06    +3.484090271774187e-03    +5.496829037268209e-03    -5.704787684373949e-01    -9.826212359746168e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.303600353735610e+06    +3.483560020623032e-03    +5.495991715166793e-03    -5.704790577745606e-01    -9.826241355678484e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.304397723190002e+06    +3.483029931658794e-03    +5.495154648754344e-03    -5.704793469790338e-01    -9.826270341975862e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.305195092644393e+06    +3.482500002711098e-03    +5.494317834609472e-03    -5.704796360520392e-01    -9.826299318757580e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.305992462098781e+06    +3.481970234097484e-03    +5.493481273227610e-03    -5.704799249934440e-01    -9.826328286007083e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.306789831553172e+06    +3.481440624911430e-03    +5.492644963179140e-03    -5.704802138037827e-01    -9.826357243774605e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.307587201007564e+06    +3.480911176414611e-03    +5.491808906454320e-03    -5.704805024824062e-01    -9.826386191991904e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.308384570461955e+06    +3.480381890001668e-03    +5.490973105260267e-03    -5.704807910285959e-01    -9.826415130583344e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.309181939916346e+06    +3.479852761957140e-03    +5.490137553735040e-03    -5.704810794444168e-01    -9.826444059752680e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.309979309370738e+06    +3.479323795210797e-03    +5.489302256494261e-03    -5.704813677283118e-01    -9.826472979340617e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.310776678825128e+06    +3.478794986544877e-03    +5.488467208466745e-03    -5.704816558820749e-01    -9.826501889523608e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.311574048279520e+06    +3.478266340687556e-03    +5.487632417109528e-03    -5.704819439031693e-01    -9.826530790044012e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.312371417733911e+06    +3.477737853088918e-03    +5.486797875253488e-03    -5.704822317941142e-01    -9.826559681151010e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.313168787188302e+06    +3.477209525827686e-03    +5.485963586167663e-03    -5.704825195538177e-01    -9.826588562731888e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.313966156642694e+06    +3.476681357515561e-03    +5.485129547667153e-03    -5.704828071830748e-01    -9.826617434863111e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.314763526097082e+06    +3.476153348975760e-03    +5.484295761048378e-03    -5.704830946814773e-01    -9.826646297500430e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.315560895551473e+06    +3.475625501855566e-03    +5.483462228915967e-03    -5.704833820481687e-01    -9.826675150554449e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.316358265005865e+06    +3.475097811066255e-03    +5.482628943240258e-03    -5.704836692859591e-01    -9.826703994303918e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.317155634460256e+06    +3.474570282015110e-03    +5.481795912544836e-03    -5.704839563919439e-01    -9.826732828454217e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.317953003914647e+06    +3.474042912103740e-03    +5.480963132744319e-03    -5.704842433675782e-01    -9.826761653147775e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.318750373369039e+06    +3.473515701460306e-03    +5.480130604033762e-03    -5.704845302128316e-01    -9.826790468378408e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.319547742823429e+06    +3.472988650598464e-03    +5.479298327225517e-03    -5.704848169274646e-01    -9.826819274118709e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.320345112277821e+06    +3.472461757128213e-03    +5.478466298547893e-03    -5.704851035128168e-01    -9.826848070499962e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.321142481732212e+06    +3.471935023993810e-03    +5.477634522643567e-03    -5.704853899673260e-01    -9.826876857362049e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.321939851186603e+06    +3.471408450140473e-03    +5.476802997856960e-03    -5.704856762916058e-01    -9.826905634763148e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.322737220640994e+06    +3.470882035131722e-03    +5.475971723496321e-03    -5.704859624859334e-01    -9.826934402727845e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.323534590095386e+06    +3.470355778989757e-03    +5.475140699596181e-03    -5.704862485503361e-01    -9.826963161255629e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.324331959549777e+06    +3.469829681327327e-03    +5.474309925545887e-03    -5.704865344850638e-01    -9.826991910368338e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.325129329004168e+06    +3.469303743200295e-03    +5.473479403012359e-03    -5.704868202895824e-01    -9.827020650008970e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.325926698458556e+06    +3.468777962966081e-03    +5.472649129405940e-03    -5.704871059648234e-01    -9.827049380267903e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.326724067912948e+06    +3.468252341461812e-03    +5.471819106044170e-03    -5.704873915103721e-01    -9.827078101100157e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.327521437367339e+06    +3.467726879155489e-03    +5.470989333669545e-03    -5.704876769260133e-01    -9.827106812480797e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.328318806821730e+06    +3.467201573225833e-03    +5.470159807829181e-03    -5.704879622133188e-01    -9.827135514564616e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.329116176276122e+06    +3.466676428382618e-03    +5.469330535952343e-03    -5.704882473697697e-01    -9.827164207095109e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.329913545730513e+06    +3.466151441089640e-03    +5.468501512470586e-03    -5.704885323973266e-01    -9.827192890265912e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.330710915184904e+06    +3.465626610868836e-03    +5.467672736618624e-03    -5.704888172962874e-01    -9.827221564104001e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.331508284639295e+06    +3.465101940180141e-03    +5.466844212280304e-03    -5.704891020653565e-01    -9.827250228475679e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.332305654093686e+06    +3.464577426035583e-03    +5.466015934745843e-03    -5.704893867061942e-01    -9.827278883544724e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.333103023548077e+06    +3.464053071817232e-03    +5.465187909347339e-03    -5.704896712170050e-01    -9.827307529127206e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.333900393002469e+06    +3.463528874009760e-03    +5.464360130545074e-03    -5.704899555997353e-01    -9.827336165415659e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.334697762456857e+06    +3.463004836009324e-03    +5.463532603691791e-03    -5.704902398525817e-01    -9.827364792225408e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.335495131911248e+06    +3.462480953942188e-03    +5.462705322681815e-03    -5.704905239776847e-01    -9.827393409768562e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.336292501365640e+06    +3.461957230408596e-03    +5.461878291609929e-03    -5.704908079736728e-01    -9.827422017903951e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.337089870820031e+06    +3.461433664755858e-03    +5.461051509454396e-03    -5.704910918409394e-01    -9.827450616667759e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.337887240274422e+06    +3.460910256322104e-03    +5.460224975168836e-03    -5.704913755798822e-01    -9.827479206096843e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.338684609728814e+06    +3.460387005546385e-03    +5.459398689445235e-03    -5.704916591903018e-01    -9.827507786167928e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.339481979183204e+06    +3.459863911863468e-03    +5.458572651393225e-03    -5.704919426725440e-01    -9.827536356912531e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.340279348637596e+06    +3.459340975713824e-03    +5.457746861707379e-03    -5.704922260264090e-01    -9.827564918307287e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.341076718091987e+06    +3.458818198024228e-03    +5.456921321853417e-03    -5.704925092514332e-01    -9.827593470302225e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.341874087546378e+06    +3.458295576679401e-03    +5.456096028494718e-03    -5.704927923488021e-01    -9.827622013013488e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.342671457000770e+06    +3.457773112230558e-03    +5.455270982495870e-03    -5.704930753182555e-01    -9.827650546411756e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.343468826455161e+06    +3.457250804884004e-03    +5.454446184185179e-03    -5.704933581597202e-01    -9.827679070486390e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.344266195909552e+06    +3.456728655994788e-03    +5.453621635703902e-03    -5.704936408725017e-01    -9.827707585164047e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.345063565363944e+06    +3.456206662675879e-03    +5.452797332498122e-03    -5.704939234582017e-01    -9.827736090602984e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.345860934818334e+06    +3.455684826874945e-03    +5.451973277635165e-03    -5.704942059158044e-01    -9.827764586697654e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.346658304272723e+06    +3.455163146486785e-03    +5.451149467797503e-03    -5.704944882464885e-01    -9.827793073563575e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.347455673727114e+06    +3.454641624840404e-03    +5.450325908236319e-03    -5.704947704484903e-01    -9.827821551019740e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.348253043181506e+06    +3.454120259209314e-03    +5.449502594657409e-03    -5.704950525233247e-01    -9.827850019215514e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.349050412635897e+06    +3.453599050255501e-03    +5.448679528098285e-03    -5.704953344706711e-01    -9.827878478115556e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.349847782090288e+06    +3.453077997294073e-03    +5.447856707480292e-03    -5.704956162909396e-01    -9.827906927757892e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.350645151544679e+06    +3.452557101625999e-03    +5.447034134856503e-03    -5.704958979834645e-01    -9.827935368072180e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.351442520999070e+06    +3.452036362005168e-03    +5.446211808264023e-03    -5.704961795489579e-01    -9.827963799127055e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.352239890453461e+06    +3.451515778053503e-03    +5.445389727102648e-03    -5.704964609876635e-01    -9.827992220943880e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.353037259907852e+06    +3.450995350964367e-03    +5.444567893256509e-03    -5.704967422989740e-01    -9.828020633458180e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.353834629362244e+06    +3.450475081015092e-03    +5.443746307168082e-03    -5.704970234827782e-01    -9.828049036655416e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.354631998816632e+06    +3.449954964964678e-03    +5.442924963721017e-03    -5.704973045408663e-01    -9.828077430713159e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.355429368271024e+06    +3.449435007584514e-03    +5.442103870440608e-03    -5.704975854706977e-01    -9.828105815371768e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.356226737725414e+06    +3.448915205738474e-03    +5.441283022390293e-03    -5.704978662740062e-01    -9.828134190802855e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.357024107179806e+06    +3.448395558439078e-03    +5.440462418001588e-03    -5.704981469513627e-01    -9.828162557061139e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.357821476634197e+06    +3.447876067494783e-03    +5.439642060127958e-03    -5.704984275018293e-01    -9.828190914048612e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.358618846088588e+06    +3.447356732292236e-03    +5.438821947807326e-03    -5.704987079257750e-01    -9.828219261799316e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.359416215542980e+06    +3.446837552715570e-03    +5.438002080855592e-03    -5.704989882233005e-01    -9.828247600320262e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.360213584997371e+06    +3.446318529063667e-03    +5.437182459745163e-03    -5.704992683942829e-01    -9.828275929595799e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.361010954451762e+06    +3.445799661101621e-03    +5.436363084106751e-03    -5.704995484388875e-01    -9.828304249639381e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.361808323906153e+06    +3.445280948749423e-03    +5.435543953814127e-03    -5.704998283571951e-01    -9.828332560456052e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.362605693360544e+06    +3.444762391553639e-03    +5.434725068151743e-03    -5.705001081494889e-01    -9.828360862071210e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.363403062814936e+06    +3.444243989463719e-03    +5.433906427039094e-03    -5.705003878158339e-01    -9.828389154488295e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.364200432269327e+06    +3.443725743016318e-03    +5.433088031324318e-03    -5.705006673559790e-01    -9.828417437678673e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.364997801723718e+06    +3.443207652098591e-03    +5.432269880831645e-03    -5.705009467700229e-01    -9.828445711649122e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.365795171178107e+06    +3.442689715706678e-03    +5.431451973976253e-03    -5.705012260585453e-01    -9.828473976455091e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.366592540632498e+06    +3.442171935217024e-03    +5.430634312929373e-03    -5.705015052208415e-01    -9.828502232022166e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.367389910086889e+06    +3.441654308624917e-03    +5.429816894530398e-03    -5.705017842580309e-01    -9.828530478460318e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.368187279541281e+06    +3.441136837621754e-03    +5.428999721444737e-03    -5.705020631692388e-01    -9.828558715678014e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.368984648995671e+06    +3.440619521329691e-03    +5.428182792292226e-03    -5.705023419549765e-01    -9.828586943723711e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.369782018450063e+06    +3.440102360842717e-03    +5.427366108798487e-03    -5.705026206146927e-01    -9.828615162538406e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.370579387904454e+06    +3.439585353491727e-03    +5.426549666752820e-03    -5.705028991498636e-01    -9.828643372268336e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.371376757358845e+06    +3.439068501769371e-03    +5.425733470083779e-03    -5.705031775591836e-01    -9.828671572778281e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.372174126813236e+06    +3.438551804166742e-03    +5.424917516417319e-03    -5.705034558435031e-01    -9.828699764151082e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.372971496267628e+06    +3.438035261042690e-03    +5.424101806316027e-03    -5.705037340026667e-01    -9.828727946367894e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.373768865722019e+06    +3.437518874368107e-03    +5.423286342894244e-03    -5.705040120356516e-01    -9.828756119321811e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.374566235176407e+06    +3.437002640009661e-03    +5.422471119631709e-03    -5.705042899447201e-01    -9.828784283238881e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.375363604630799e+06    +3.436486560206990e-03    +5.421656140052887e-03    -5.705045677287046e-01    -9.828812437997785e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.376160974085190e+06    +3.435970634868000e-03    +5.420841404020217e-03    -5.705048453876922e-01    -9.828840583604067e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.376958343539581e+06    +3.435454863740414e-03    +5.420026911135799e-03    -5.705051229218557e-01    -9.828868720072141e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.377755712993972e+06    +3.434939246196310e-03    +5.419212660407968e-03    -5.705054003315713e-01    -9.828896847436922e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.378553082448364e+06    +3.434423783142441e-03    +5.418398653267459e-03    -5.705056776163883e-01    -9.828924965649620e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.379350451902755e+06    +3.433908475152303e-03    +5.417584890623539e-03    -5.705059547760359e-01    -9.828953074679552e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.380147821357146e+06    +3.433393320080603e-03    +5.416771369091008e-03    -5.705062318117058e-01    -9.828981174644350e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.380945190811537e+06    +3.432878317241660e-03    +5.415958087581030e-03    -5.705065087238037e-01    -9.829009265582167e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.381742560265928e+06    +3.432363470474053e-03    +5.415145052153949e-03    -5.705067855103029e-01    -9.829037347284308e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.382539929720319e+06    +3.431848778281921e-03    +5.414332260460522e-03    -5.705070621720455e-01    -9.829065419832804e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.383337299174711e+06    +3.431334236249214e-03    +5.413519705523035e-03    -5.705073387114430e-01    -9.829093483469235e-01
+0.000000000000000e+00    +0.000000000000000e+00    -2.384134668629102e+06    +3.430819851077892e-03    +5.412707397911797e-03    -5.705076151249294e-01    -9.829121537828946e-01
