#t                         m_x                       m_y                       m_z                   
+3.859999999999966e-09    +7.911993653878527e-01    +5.868508230580676e-01    -4.293477014791187e-05
+3.864999999999965e-09    +7.911887781533312e-01    +5.868664626605883e-01    -1.207792961224678e-05
+3.869999999999965e-09    +7.911906988801504e-01    +5.868646758529155e-01    +1.853627388199962e-05
+3.874999999999965e-09    +7.912047314941685e-01    +5.868458967012228e-01    +4.774245323341136e-05
+3.879999999999965e-09    +7.912300620878983e-01    +5.868111376427970e-01    +7.445951305089480e-05
+3.884999999999965e-09    +7.912654868937979e-01    +5.867619769025355e-01    +9.764996453099332e-05
+3.889999999999965e-09    +7.913094241013782e-01    +5.867005713714523e-01    +1.162966772347813e-04
+3.894999999999965e-09    +7.913599167393243e-01    +5.866296747525194e-01    +1.294100536037534e-04
+3.899999999999965e-09    +7.914146397123992e-01    +5.865526368378783e-01    +1.360716675696196e-04
+3.904999999999964e-09    +7.914709246923785e-01    +5.864733586854526e-01    +1.355125502667450e-04
+3.909999999999964e-09    +7.915258172000327e-01    +5.863961844282808e-01    +1.272168271025854e-04
+3.914999999999964e-09    +7.915761764626339e-01    +5.863257195082167e-01    +1.110354207699358e-04
+3.919999999999964e-09    +7.916188230087844e-01    +5.862665769013252e-01    +8.729091305406341e-05
+3.924999999999964e-09    +7.916507318749894e-01    +5.862230651528917e-01    +5.685394986168284e-05
+3.929999999999964e-09    +7.916692604936362e-01    +5.861988421148221e-01    +2.117387426539803e-05
+3.934999999999964e-09    +7.916723928403930e-01    +5.861965661093032e-01    -1.774874024429520e-05
+3.939999999999964e-09    +7.916589752411483e-01    +5.862175804813974e-01    -5.745302703602943e-05
+3.944999999999964e-09    +7.916289158977791e-01    +5.862616686668016e-01    -9.516977724704190e-05
+3.949999999999963e-09    +7.915833196526856e-01    +5.863269145041849e-01    -1.280244532240454e-04
+3.954999999999963e-09    +7.915245329202341e-01    +5.864096964893855e-01    -1.532750442883388e-04
+3.959999999999963e-09    +7.914560803604889e-01    +5.865048338198348e-01    -1.685638475574887e-04
+3.964999999999963e-09    +7.913824851519298e-01    +5.866058873569434e-01    -1.721591898053000e-04
+3.969999999999963e-09    +7.913089774191456e-01    +5.867056016737078e-01    -1.631617937677832e-04
+3.974999999999963e-09    +7.912411077848187e-01    +5.867964568095775e-01    -1.416513246469072e-04
+3.979999999999963e-09    +7.911842963069871e-01    +5.868712844263867e-01    -1.087521154039168e-04
+3.984999999999963e-09    +7.911433557543552e-01    +5.869238917444575e-01    -6.660344425013421e-05
+3.989999999999962e-09    +7.911220361682800e-01    +5.869496329385225e-01    -1.822887293620023e-05
+3.994999999999962e-09    +7.911226379669156e-01    +5.869458684431552e-01    +3.268971971167659e-05
+3.999999999999962e-09    +7.911457382723381e-01    +5.869122618806578e-01    +8.211605204459881e-05
+4.004999999999962e-09    +7.911900653847292e-01    +5.868508786715739e-01    +1.260134195561775e-04
+4.009999999999962e-09    +7.912525424826097e-01    +5.867660702202705e-01    +1.607132653936405e-04
+4.014999999999962e-09    +7.913285038825104e-01    +5.866641497405201e-01    +1.832595041965399e-04
+4.019999999999962e-09    +7.914120678738598e-01    +5.865528873487994e-01    +1.916912839838149e-04
+4.024999999999962e-09    +7.914966327945344e-01    +5.864408705721311e-01    +1.852332159301398e-04
+4.029999999999961e-09    +7.915754489571402e-01    +5.863367889839843e-01    +1.643724745538110e-04
+4.034999999999961e-09    +7.916422105288593e-01    +5.862487080035910e-01    +1.308150928512874e-04
+4.039999999999961e-09    +7.916916096621667e-01    +5.861833974487857e-01    +8.732736732365549e-05
+4.044999999999961e-09    +7.917197986196274e-01    +5.861457745396471e-01    +3.748062009132380e-05
+4.049999999999961e-09    +7.917247159143425e-01    +5.861385105400084e-01    -1.467290046848767e-05
+4.054999999999961e-09    +7.917062464058199e-01    +5.861618344285551e-01    -6.495942981455531e-05
+4.059999999999961e-09    +7.916662028660424e-01    +5.862135484520932e-01    -1.094431949587195e-04
+4.064999999999961e-09    +7.916081336255850e-01    +5.862892496301706e-01    -1.447529686583086e-04
+4.069999999999961e-09    +7.915369794243636e-01    +5.863827332520302e-01    -1.683478386612207e-04
+4.074999999999960e-09    +7.914586152492779e-01    +5.864865375997567e-01    -1.787016723454182e-04
+4.079999999999960e-09    +7.913793233398364e-01    +5.865925784736230e-01    -1.753942295346628e-04
+4.084999999999960e-09    +7.913052485881739e-01    +5.866928164703689e-01    -1.591056495737492e-04
+4.089999999999960e-09    +7.912418871159411e-01    +5.867798991357956e-01    -1.315193105537361e-04
+4.094999999999960e-09    +7.911936542079920e-01    +5.868477244341554e-01    -9.514519845813492e-05
+4.099999999999960e-09    +7.911635685174555e-01    +5.868918805367939e-01    -5.308158052769883e-05
+4.104999999999960e-09    +7.911530759553134e-01    +5.869099289369584e-01    -8.736961678321780e-06
+4.109999999999960e-09    +7.911620224720225e-01    +5.869015136027386e-01    +3.446294621649023e-05
+4.114999999999959e-09    +7.911887683499651e-01    +5.868682940989249e-01    +7.335735495843772e-05
+4.119999999999959e-09    +7.912304239139641e-01    +5.868137166953955e-01    +1.052965699414278e-04
+4.124999999999959e-09    +7.912831748054985e-01    +5.867426501452621e-01    +1.283303731840903e-04
+4.129999999999959e-09    +7.913426594506600e-01    +5.866609242578690e-01    +1.413226164645547e-04
+4.134999999999959e-09    +7.914043580542288e-01    +5.865748159689016e-01    +1.439840928522163e-04
+4.139999999999959e-09    +7.914639559339141e-01    +5.864905319224568e-01    +1.368251112823046e-04
+4.144999999999959e-09    +7.915176488788377e-01    +5.864137345443929e-01    +1.210384203910591e-04
+4.149999999999959e-09    +7.915623687672617e-01    +5.863491532404063e-01    +9.833075791877296e-05
+4.154999999999958e-09    +7.915959180901490e-01    +5.863003106607245e-01    +7.072622584500306e-05
+4.159999999999958e-09    +7.916170142315536e-01    +5.862693796224172e-01    +4.036627173217387e-05
+4.164999999999958e-09    +7.916252541957993e-01    +5.862571698946404e-01    +9.329128965461938e-06
+4.169999999999958e-09    +7.916210180365275e-01    +5.862632293129963e-01    -2.051352650503524e-05
+4.174999999999958e-09    +7.916053332209967e-01    +5.862860323087521e-01    -4.759230905284370e-05
+4.179999999999958e-09    +7.915797219341395e-01    +5.863232217684059e-01    -7.068614954471786e-05
+4.184999999999958e-09    +7.915460516470568e-01    +5.863718693004034e-01    -8.892423878166441e-05
+4.189999999999958e-09    +7.915064033486300e-01    +5.864287219705435e-01    -1.017553585754849e-04
+4.194999999999957e-09    +7.914629657248499e-01    +5.864904118667182e-01    -1.088991984767926e-04
+4.199999999999957e-09    +7.914179568908737e-01    +5.865536160034882e-01    -1.102944201518411e-04
+4.204999999999957e-09    +7.913735690191939e-01    +5.866151658039216e-01    -1.060557694860101e-04
+4.209999999999957e-09    +7.913319266914239e-01    +5.866721155120530e-01    -9.644819697632283e-05
+4.214999999999957e-09    +7.912950485108632e-01    +5.867217859473881e-01    -8.188066018313397e-05
+4.219999999999957e-09    +7.912648015906277e-01    +5.867618015390454e-01    -6.291700945524761e-05
+4.224999999999957e-09    +7.912428423956477e-01    +5.867901366264621e-01    -4.029696065489124e-05
+4.229999999999957e-09    +7.912305406030459e-01    +5.868051802495794e-01    -1.495731988540434e-05
+4.234999999999957e-09    +7.912288890732457e-01    +5.868058220772645e-01    +1.195727286613715e-05
+4.239999999999956e-09    +7.912384065653962e-01    +5.867915535771844e-01    +3.910374899744692e-05
+4.244999999999956e-09    +7.912590446873743e-01    +5.867625724332632e-01    +6.497712187755212e-05
+4.249999999999956e-09    +7.912901130263116e-01    +5.867198731683239e-01    +8.797722066923755e-05
+4.254999999999956e-09    +7.913302372835057e-01    +5.866653044955207e-01    +1.065043693122650e-04
+4.259999999999956e-09    +7.913773639698810e-01    +5.866015744358456e-01    +1.190783085172394e-04
+4.264999999999956e-09    +7.914288214681837e-01    +5.865321875501993e-01    +1.244706550858560e-04
+4.269999999999956e-09    +7.914814421266422e-01    +5.864613048358118e-01    +1.218380033204842e-04
+4.274999999999956e-09    +7.915317433008028e-01    +5.863935246182924e-01    +1.108407577341196e-04
+4.279999999999955e-09    +7.915761584341545e-01    +5.863335918543904e-01    +9.173228095756830e-05
+4.284999999999955e-09    +7.916113030620741e-01    +5.862860527867227e-01    +6.540423430928266e-05
+4.289999999999955e-09    +7.916342543367576e-01    +5.862548801095314e-01    +3.337721818953089e-05
+4.294999999999955e-09    +7.916428198272899e-01    +5.862431018809984e-01    -2.269183123254119e-06
+4.299999999999955e-09    +7.916357681523229e-01    +5.862524713325308e-01    -3.902656965021588e-05
+4.304999999999955e-09    +7.916129965674196e-01    +5.862832170965488e-01    -7.414087852435405e-05
+4.309999999999955e-09    +7.915756129944160e-01    +5.863339087351638e-01    -1.048346904921677e-04
+4.314999999999955e-09    +7.915259177249528e-01    +5.864014641973824e-01    -1.285492712999541e-04
+4.319999999999954e-09    +7.914672783105365e-01    +5.864813115765951e-01    -1.431830683610352e-04
+4.324999999999954e-09    +7.914039022161702e-01    +5.865677011680493e-01    -1.473018554625298e-04
+4.329999999999954e-09    +7.913405215251375e-01    +5.866541455598409e-01    -1.402969579223460e-04
+4.334999999999954e-09    +7.912820151698513e-01    +5.867339505021910e-01    -1.224721388559166e-04
+4.339999999999954e-09    +7.912330013052348e-01    +5.868007867484190e-01    -9.504655990735625e-05
+4.344999999999954e-09    +7.911974372750363e-01    +5.868492465781416e-01    -6.007007028532601e-05
+4.349999999999954e-09    +7.911782667734114e-01    +5.868753296083528e-01    -2.025683163813994e-05
+4.354999999999954e-09    +7.911771488515282e-01    +5.868768080878822e-01    +2.124733540944644e-05
+4.359999999999954e-09    +7.911942972783218e-01    +5.868534352637936e-01    +6.114078171165477e-05
+4.364999999999953e-09    +7.912284468132713e-01    +5.868069761565919e-01    +9.625696043092703e-05
+4.369999999999953e-09    +7.912769512748093e-01    +5.867410592465350e-01    +1.238408530786186e-04
+4.374999999999953e-09    +7.913360041761721e-01    +5.866608647733814e-01    +1.417834078059290e-04
+4.379999999999953e-09    +7.914009618055776e-01    +5.865726813962202e-01    +1.487919291762487e-04
+4.384999999999953e-09    +7.914667376853198e-01    +5.864833733365762e-01    +1.444821772352797e-04
+4.389999999999953e-09    +7.915282321522598e-01    +5.863998076531612e-01    +1.293869304001875e-04
+4.394999999999953e-09    +7.915807570845879e-01    +5.863282925119813e-01    +1.048845759861125e-04
+4.399999999999953e-09    +7.916204177431706e-01    +5.862740751464440e-01    +7.305877662747545e-05
+4.404999999999952e-09    +7.916444183086594e-01    +5.862409411143324e-01    +3.650568140245573e-05
+4.409999999999952e-09    +7.916512658296726e-01    +5.862309462215806e-01    -1.891744426809963e-06
+4.414999999999952e-09    +7.916408576517185e-01    +5.862442999184695e-01    -3.920175909789313e-05
+4.419999999999952e-09    +7.916144475999312e-01    +5.862794044364992e-01    -7.267460766703579e-05
+4.424999999999952e-09    +7.915744985408248e-01    +5.863330410684731e-01    -9.994854140829484e-05
+4.429999999999952e-09    +7.915244377411901e-01    +5.864006817594494e-01    -1.192166583026445e-04
+4.434999999999952e-09    +7.914683407693327e-01    +5.864768950525640e-01    -1.293436792914316e-04
+4.439999999999952e-09    +7.914105748354967e-01    +5.865558083307955e-01    -1.299256857262595e-04
+4.444999999999951e-09    +7.913554352322179e-01    +5.866315851506489e-01    -1.212900693490522e-04
+4.449999999999951e-09    +7.913068077007848e-01    +5.866988767622147e-01    -1.044374378735392e-04
+4.454999999999951e-09    +7.912678855195946e-01    +5.867532108788153e-01    -8.093182012915745e-05
+4.459999999999951e-09    +7.912409632271616e-01    +5.867912879842447e-01    -5.274993178878674e-05
+4.464999999999951e-09    +7.912273202037897e-01    +5.868111653197305e-01    -2.210402064166104e-05
+4.469999999999951e-09    +7.912271975494698e-01    +5.868123198547600e-01    +8.744668588796053e-06
+4.474999999999951e-09    +7.912398623998526e-01    +5.867955931694742e-01    +3.766403850519649e-05
+4.479999999999951e-09    +7.912637453789872e-01    +5.867630316673225e-01    +6.280450649723863e-05
+4.484999999999950e-09    +7.912966311521096e-01    +5.867176445062308e-01    +8.271468942960760e-05
+4.489999999999950e-09    +7.913358784353328e-01    +5.866631074258555e-01    +9.641165772143813e-05
+4.494999999999950e-09    +7.913786459959719e-01    +5.866034436998846e-01    +1.034040324351016e-04
+4.499999999999950e-09    +7.914221037194609e-01    +5.865427127543217e-01    +1.036720527189728e-04
+4.504999999999950e-09    +7.914636120779984e-01    +5.864847326630844e-01    +9.761337239566494e-05
+4.509999999999950e-09    +7.915008602590135e-01    +5.864328565323846e-01    +8.596606448611119e-05
+4.514999999999950e-09    +7.915319587586986e-01    +5.863898136318560e-01    +6.972086548819637e-05
+4.519999999999950e-09    +7.915554890565654e-01    +5.863576179038078e-01    +5.003332602101023e-05
+4.524999999999950e-09    +7.915705166749327e-01    +5.863375380956982e-01    +2.814379934538838e-05
+4.529999999999949e-09    +7.915765777634953e-01    +5.863301187760754e-01    +5.309838959703740e-06
+4.534999999999949e-09    +7.915736486360249e-01    +5.863352372760604e-01    -1.724768157146316e-05
+4.539999999999949e-09    +7.915621082435368e-01    +5.863521821138914e-01    -3.838596861917872e-05
+4.544999999999949e-09    +7.915426994052424e-01    +5.863797390643365e-01    -5.707200842992956e-05
+4.549999999999949e-09    +7.915164922319760e-01    +5.864162752466080e-01    -7.240783428249935e-05
+4.554999999999949e-09    +7.914848491298707e-01    +5.864598158156393e-01    -8.365226654977366e-05
+4.559999999999949e-09    +7.914493882487544e-01    +5.865081129185624e-01    -9.024115385224353e-05
+4.564999999999949e-09    +7.914119402017045e-01    +5.865587105796779e-01    -9.180708234927193e-05
+4.569999999999948e-09    +7.913744924359061e-01    +5.866090118882594e-01    -8.819849040040596e-05
+4.574999999999948e-09    +7.913391173562514e-01    +5.866563561379151e-01    -7.949718609204531e-05
+4.579999999999948e-09    +7.913078816966514e-01    +5.866981117667185e-01    -6.603239623132638e-05
+4.584999999999948e-09    +7.912827388745718e-01    +5.867317889407206e-01    -4.838866252523033e-05
+4.589999999999948e-09    +7.912654084880116e-01    +5.867551711236744e-01    -2.740423907912190e-05
+4.594999999999948e-09    +7.912572510902720e-01    +5.867664611730418e-01    -4.156292991839038e-06
+4.599999999999948e-09    +7.912591480757829e-01    +5.867644324795747e-01    +2.007064514035509e-05
+4.604999999999948e-09    +7.912713987965774e-01    +5.867485721130959e-01    +4.383574674012904e-05
+4.609999999999947e-09    +7.912936465376430e-01    +5.867191992709042e-01    +6.561369222572539e-05
+4.614999999999947e-09    +7.913248448362989e-01    +5.866775414208334e-01    +8.388616793543469e-05
+4.619999999999947e-09    +7.913632728087170e-01    +5.866257508299501e-01    +9.724913584389801e-05
+4.624999999999947e-09    +7.914066048028713e-01    +5.865668474871526e-01    +1.045288386105169e-04
+4.629999999999947e-09    +7.914520355162914e-01    +5.865045804717288e-01    +1.048965862331138e-04
