#t                         m_x                       m_y                       m_z                   
+2.405000000000001e-09    +7.906970516228339e-01    +5.875145928126739e-01    -2.653729879755099e-04
+2.410000000000001e-09    +7.906130669326565e-01    +5.876231892479850e-01    -1.302969439856000e-04
+2.415000000000000e-09    +7.905915007046562e-01    +5.876501203149237e-01    +9.551902837764614e-06
+2.420000000000000e-09    +7.906316766328838e-01    +5.875968879724088e-01    +1.431824570779318e-04
+2.425000000000000e-09    +7.907280038378315e-01    +5.874710513662668e-01    +2.607036045367943e-04
+2.430000000000000e-09    +7.908706884191999e-01    +5.872852435675043e-01    +3.540798990116504e-04
+2.435000000000000e-09    +7.910467891451644e-01    +5.870558241408294e-01    +4.176677534589706e-04
+2.440000000000000e-09    +7.912414947050069e-01    +5.868013244319783e-01    +4.485038846162810e-04
+2.445000000000000e-09    +7.914394834584201e-01    +5.865408511776069e-01    +4.463416261209873e-04
+2.450000000000000e-09    +7.916262292294257e-01    +5.862925961377459e-01    +4.134522469767516e-04
+2.454999999999999e-09    +7.917891324342887e-01    +5.860725686883465e-01    +3.542281261751539e-04
+2.459999999999999e-09    +7.919183815722235e-01    +5.858936341535613e-01    +2.746409363223877e-04
+2.464999999999999e-09    +7.920074810382182e-01    +5.857649034826915e-01    +1.816180809787484e-04
+2.469999999999999e-09    +7.920534219237497e-01    +5.856914825072579e-01    +8.240257362840425e-05
+2.474999999999999e-09    +7.920565156062815e-01    +5.856745517708056e-01    -1.604277141053682e-05
+2.479999999999999e-09    +7.920199496356825e-01    +5.857117193620620e-01    -1.075349455214669e-04
+2.484999999999999e-09    +7.919491515117648e-01    +5.857975720259985e-01    -1.870353927195250e-04
+2.489999999999999e-09    +7.918510586104196e-01    +5.859243437408329e-01    -2.508584765357449e-04
+2.494999999999999e-09    +7.917333910907633e-01    +5.860826246245787e-01    -2.967219653681416e-04
+2.499999999999998e-09    +7.916040092105175e-01    +5.862620497890714e-01    -3.236571572759246e-04
+2.504999999999998e-09    +7.914704107167970e-01    +5.864519284504971e-01    -3.318144306719089e-04
+2.509999999999998e-09    +7.913393963348937e-01    +5.866417875670425e-01    -3.222124858186021e-04
+2.514999999999998e-09    +7.912169033830538e-01    +5.868218108376870e-01    -2.964819162972178e-04
+2.519999999999998e-09    +7.911079822233539e-01    +5.869831648848376e-01    -2.566450616631812e-04
+2.524999999999998e-09    +7.910168660830824e-01    +5.871182205098324e-01    -2.049589609725502e-04
+2.529999999999998e-09    +7.909470736085644e-01    +5.872206953352082e-01    -1.438316929879506e-04
+2.534999999999998e-09    +7.909014850710944e-01    +5.872857527267041e-01    -7.580708966314755e-05
+2.539999999999997e-09    +7.908823507135394e-01    +5.873100906544109e-01    -3.598834599847306e-06
+2.544999999999997e-09    +7.908912106466692e-01    +5.872920446610366e-01    +6.985595353346595e-05
+2.549999999999997e-09    +7.909287278053699e-01    +5.872317154332954e-01    +1.413579863106249e-04
+2.554999999999997e-09    +7.909944565398502e-01    +5.871311114094303e-01    +2.074537174442425e-04
+2.559999999999997e-09    +7.910865889214542e-01    +5.869942772741266e-01    +2.645136608875316e-04
+2.564999999999997e-09    +7.912017324591568e-01    +5.868273667241936e-01    +3.088922645182606e-04
+2.569999999999997e-09    +7.913347775549577e-01    +5.866386143858807e-01    +3.371650809303750e-04
+2.574999999999997e-09    +7.914789091949402e-01    +5.864381616428679e-01    +3.464242815040181e-04
+2.579999999999996e-09    +7.916258050619777e-01    +5.862376974612979e-01    +3.346027545404753e-04
+2.584999999999996e-09    +7.917660387023494e-01    +5.860498925430174e-01    +3.007905825238043e-04
+2.589999999999996e-09    +7.918896779558122e-01    +5.858876362395019e-01    +2.455044376643630e-04
+2.594999999999996e-09    +7.919870372059880e-01    +5.857631196964145e-01    +1.708696855265768e-04
+2.599999999999996e-09    +7.920495188048339e-01    +5.856868383451863e-01    +8.067817352154537e-05
+2.604999999999996e-09    +7.920704636150435e-01    +5.856666061150487e-01    -1.970665162564559e-05
+2.609999999999996e-09    +7.920459204978335e-01    +5.857066831181625e-01    -1.236122952398850e-04
+2.614999999999996e-09    +7.919752427234689e-01    +5.858071184555272e-01    -2.234853820350320e-04
+2.619999999999996e-09    +7.918614288577310e-01    +5.859633967185447e-01    -3.114634244026536e-04
+2.624999999999995e-09    +7.917111478779284e-01    +5.861664523478295e-01    -3.800469618255488e-04
+2.629999999999995e-09    +7.915344181666336e-01    +5.864030849316469e-01    -4.228098174001479e-04
+2.634999999999995e-09    +7.913439463210601e-01    +5.866567742409299e-01    -4.350725516792706e-04
+2.639999999999995e-09    +7.911541675322666e-01    +5.869088528419437e-01    -4.144610554713267e-04
+2.644999999999995e-09    +7.909800649567689e-01    +5.871399520955509e-01    -3.612793324477859e-04
+2.649999999999995e-09    +7.908358735932901e-01    +5.873316010237944e-01    -2.786416813357771e-04
+2.654999999999995e-09    +7.907337918847885e-01    +5.874678354168219e-01    -1.723336237234702e-04
+2.659999999999995e-09    +7.906828296285067e-01    +5.875366675429650e-01    -5.040068006046439e-05
+2.664999999999994e-09    +7.906879143606268e-01    +5.875312720394735e-01    +7.750447366891061e-05
+2.669999999999994e-09    +7.907493572703364e-01    +5.874507591623432e-01    +2.009575709872260e-04
+2.674999999999994e-09    +7.908627442633714e-01    +5.873004374629844e-01    +3.097004228533005e-04
+2.679999999999994e-09    +7.910192706576933e-01    +5.870915138066674e-01    +3.945870709873747e-04
+2.684999999999994e-09    +7.912064887881159e-01    +5.868402342399615e-01    +4.484417204835576e-04
+2.689999999999994e-09    +7.914093948426872e-01    +5.865665289408390e-01    +4.667392482524610e-04
+2.694999999999994e-09    +7.916117464108313e-01    +5.862922824074959e-01    +4.480365159118880e-04
+2.699999999999994e-09    +7.917974802889759e-01    +5.860393990876539e-01    +3.941076131767850e-04
+2.704999999999993e-09    +7.919520928889063e-01    +5.858278623356701e-01    +3.097663764744787e-04
+2.709999999999993e-09    +7.920638547787532e-01    +5.856739853873483e-01    +2.023933408118590e-04
+2.714999999999993e-09    +7.921247521292910e-01    +5.855890284581938e-01    +8.121816524506615e-05
+2.719999999999993e-09    +7.921310775269411e-01    +5.855783137846331e-01    -4.356335602412961e-05
+2.724999999999993e-09    +7.920836279178278e-01    +5.856409158129222e-01    -1.617416116675999e-04
+2.729999999999993e-09    +7.919875053109651e-01    +5.857699396503000e-01    -2.640144300770793e-04
+2.734999999999993e-09    +7.918515529350657e-01    +5.859533357486061e-01    -3.427841535263531e-04
+2.739999999999993e-09    +7.916874900019536e-01    +5.861751437443553e-01    -3.927548012736391e-04
+2.744999999999992e-09    +7.915088309381368e-01    +5.864170214953546e-01    -4.112794050096268e-04
+2.749999999999992e-09    +7.913296918344697e-01    +5.866598973355022e-01    -3.984381066330553e-04
+2.754999999999992e-09    +7.911635959903016e-01    +5.868855830996998e-01    -3.568576084819822e-04
+2.759999999999992e-09    +7.910223880901890e-01    +5.870782024403453e-01    -2.913085601630659e-04
+2.764999999999992e-09    +7.909153525866549e-01    +5.872253201574243e-01    -2.081378671012517e-04
+2.769999999999992e-09    +7.908486071506210e-01    +5.873186958305804e-01    -1.146060228714879e-04
+2.774999999999992e-09    +7.908248118730336e-01    +5.873546247105362e-01    -1.820346796979001e-05
+2.779999999999992e-09    +7.908432012744512e-01    +5.873338685353852e-01    +7.398535963924450e-05
+2.784999999999992e-09    +7.908999128684723e-01    +5.872612181617480e-01    +1.558138940679562e-04
+2.789999999999991e-09    +7.909885572471946e-01    +5.871447648415354e-01    +2.224618920465766e-04
+2.794999999999991e-09    +7.911009541077061e-01    +5.869949805201850e-01    +2.706608202785729e-04
+2.799999999999991e-09    +7.912279478772198e-01    +5.868237153178807e-01    +2.987563892845665e-04
+2.804999999999991e-09    +7.913602146362286e-01    +5.866432140059262e-01    +3.066253169367797e-04
+2.809999999999991e-09    +7.914889816423932e-01    +5.864652376447076e-01    +2.954752366699003e-04
+2.814999999999991e-09    +7.916065977684337e-01    +5.863003512620200e-01    +2.675638617866236e-04
+2.819999999999991e-09    +7.917069194420839e-01    +5.861574110309697e-01    +2.258772374615647e-04
+2.824999999999991e-09    +7.917855018939988e-01    +5.860432565842153e-01    +1.738069915873109e-04
+2.829999999999990e-09    +7.918396101100801e-01    +5.859625918936485e-01    +1.148619110806022e-04
+2.834999999999990e-09    +7.918680848343438e-01    +5.859180215931642e-01    +5.244052629514134e-05
+2.839999999999990e-09    +7.918711128270662e-01    +5.859101983124553e-01    -1.032008504739329e-05
+2.844999999999990e-09    +7.918499574578650e-01    +5.859380330325111e-01    -7.061719498813173e-05
+2.849999999999990e-09    +7.918067021227239e-01    +5.859989257988620e-01    -1.259881923545959e-04
+2.854999999999990e-09    +7.917440459572699e-01    +5.860889877266235e-01    -1.742718864211970e-04
+2.859999999999990e-09    +7.916651728326982e-01    +5.862032414685525e-01    -2.135555054627471e-04
+2.864999999999990e-09    +7.915736925922600e-01    +5.863357993499335e-01    -2.421389134565015e-04
+2.869999999999989e-09    +7.914736350996944e-01    +5.864800283064960e-01    -2.585418242021821e-04
+2.874999999999989e-09    +7.913694624878499e-01    +5.866287167495088e-01    -2.615678620634564e-04
+2.879999999999989e-09    +7.912660607692535e-01    +5.867742635085498e-01    -2.504233920003305e-04
+2.884999999999989e-09    +7.911686732403007e-01    +5.869089086573751e-01    -2.248729439433692e-04
+2.889999999999989e-09    +7.910827485396232e-01    +5.870250230883097e-01    -1.854013163744766e-04
+2.894999999999989e-09    +7.910136902670515e-01    +5.871154649448969e-01    -1.333478590948270e-04
+2.899999999999989e-09    +7.909665139485584e-01    +5.871739987819311e-01    -7.098097624480257e-05
+2.904999999999989e-09    +7.909454355886681e-01    +5.871957562393485e-01    -1.488652874598880e-06
+2.909999999999989e-09    +7.909534333151160e-01    +5.871776998211969e-01    +7.112860209552031e-05
+2.914999999999988e-09    +7.909918336384537e-01    +5.871190382069785e-01    +1.422641356752270e-04
+2.919999999999988e-09    +7.910599783343294e-01    +5.870215382070565e-01    +2.070003306009520e-04
+2.924999999999988e-09    +7.911550238105514e-01    +5.868896808529088e-01    +2.604707841990169e-04
+2.929999999999988e-09    +7.912719159005818e-01    +5.867306177997541e-01    +2.982590671291509e-04
+2.934999999999988e-09    +7.914035673246614e-01    +5.865538986727215e-01    +3.167982945791689e-04
+2.939999999999988e-09    +7.915412450700613e-01    +5.863709618495697e-01    +3.137335619806883e-04
+2.944999999999988e-09    +7.916751519387401e-01    +5.861944080442157e-01    +2.882104083284722e-04
+2.949999999999988e-09    +7.917951629554910e-01    +5.860371035360257e-01    +2.410568758268999e-04
+2.954999999999987e-09    +7.918916566097832e-01    +5.859111831727963e-01    +1.748341109113794e-04
+2.959999999999987e-09    +7.919563654758307e-01    +5.858270387198415e-01    +9.374032057584024e-05
+2.964999999999987e-09    +7.919831634632449e-01    +5.857923848252141e-01    +3.364975589741019e-06
+2.969999999999987e-09    +7.919687077410945e-01    +5.858114911865665e-01    -8.969609855467876e-05
+2.974999999999987e-09    +7.919128639150387e-01    +5.858846576530005e-01    -1.783398288838378e-04
+2.979999999999987e-09    +7.918188608533877e-01    +5.860079914644400e-01    -2.555312184313250e-04
+2.984999999999987e-09    +7.916931454660940e-01    +5.861735246100607e-01    -3.149065814319968e-04
+2.989999999999987e-09    +7.915449377234997e-01    +5.863696845498477e-01    -3.513496939573706e-04
+2.994999999999986e-09    +7.913855157369806e-01    +5.865821001038570e-01    -3.614838878766585e-04
+2.999999999999986e-09    +7.912272901487217e-01    +5.867946909100097e-01    -3.440271037354807e-04
+3.004999999999986e-09    +7.910827517167005e-01    +5.869909571293226e-01    -2.999673698055210e-04
+3.009999999999986e-09    +7.909633911021647e-01    +5.871553599966670e-01    -2.325324677226610e-04
+3.014999999999986e-09    +7.908786956296445e-01    +5.872746685350658e-01    -1.469484070782680e-04
+3.019999999999986e-09    +7.908353210743404e-01    +5.873391430811666e-01    -5.000461994525968e-05
+3.024999999999986e-09    +7.908365196763981e-01    +5.873434352728013e-01    +5.053385909463813e-05
+3.029999999999986e-09    +7.908818795014826e-01    +5.872871076127935e-01    +1.466092078921649e-04
+3.034999999999985e-09    +7.909673970457163e-01    +5.871747111987645e-01    +2.305801543053180e-04
+3.039999999999985e-09    +7.910858707710737e-01    +5.870154049945279e-01    +2.958874135258599e-04
+3.044999999999985e-09    +7.912275703145971e-01    +5.868221484130386e-01    +3.376110097255103e-04
+3.049999999999985e-09    +7.913811106976537e-01    +5.866105468653875e-01    +3.528681454051187e-04
+3.054999999999985e-09    +7.915344431616023e-01    +5.863974679242621e-01    +3.410176437276924e-04
+3.059999999999985e-09    +7.916758676232525e-01    +5.861995684944258e-01    +3.036565915156079e-04
+3.064999999999985e-09    +7.917949755455352e-01    +5.860318777659854e-01    +2.444150756775598e-04
+3.069999999999985e-09    +7.918834445279601e-01    +5.859065687852435e-01    +1.685747448510242e-04
+3.074999999999985e-09    +7.919356232292321e-01    +5.858320267489678e-01    +8.255428192889178e-05
+3.079999999999984e-09    +7.919488679364655e-01    +5.858122895915725e-01    -6.683032170412251e-06
+3.084999999999984e-09    +7.919236151342953e-01    +5.858468960424603e-01    -9.223933436195182e-05
+3.089999999999984e-09    +7.918631988426841e-01    +5.859311348464646e-01    -1.678512742897436e-04
+3.094999999999984e-09    +7.917734426564627e-01    +5.860566501754793e-01    -2.283676012601440e-04
+3.099999999999984e-09    +7.916620737355361e-01    +5.862123267472997e-01    -2.700974253053821e-04
+3.104999999999984e-09    +7.915380182626265e-01    +5.863853556336921e-01    -2.910070926954724e-04
+3.109999999999984e-09    +7.914106453157871e-01    +5.865623711225117e-01    -2.907602078215923e-04
+3.114999999999984e-09    +7.912890263626229e-01    +5.867305502150550e-01    -2.706108474013804e-04
+3.119999999999983e-09    +7.911812726632926e-01    +5.868785793088295e-01    -2.331731336536005e-04
+3.124999999999983e-09    +7.910940003366715e-01    +5.869974116148055e-01    -1.821000325878446e-04
+3.129999999999983e-09    +7.910319584421796e-01    +5.870807642036139e-01    -1.217095170157720e-04
+3.134999999999983e-09    +7.909978372173927e-01    +5.871253321216753e-01    -5.659694271928814e-05
+3.139999999999983e-09    +7.909922552183265e-01    +5.871307286826738e-01    +8.730463280227800e-06
+3.144999999999983e-09    +7.910139072953881e-01    +5.870991908796216e-01    +7.016667873211956e-05
+3.149999999999983e-09    +7.910598421093040e-01    +5.870351110862875e-01    +1.242450932418175e-04
+3.154999999999983e-09    +7.911258295623890e-01    +5.869444682619581e-01    +1.682894019145021e-04
+3.159999999999982e-09    +7.912067740773014e-01    +5.868342327182761e-01    +2.004759122831939e-04
+3.164999999999982e-09    +7.912971301731551e-01    +5.867118092355540e-01    +2.198167985299429e-04
+3.169999999999982e-09    +7.913912826482461e-01    +5.865845656590275e-01    +2.260826075648814e-04
+3.174999999999982e-09    +7.914838636906371e-01    +5.864594716374602e-01    +2.196877524237885e-04
+3.179999999999982e-09    +7.915699928187766e-01    +5.863428507803299e-01    +2.015639502844871e-04
+3.184999999999982e-09    +7.916454383992401e-01    +5.862402314235722e-01    +1.730434028703506e-04
+3.189999999999982e-09    +7.917067105996778e-01    +5.861562686390916e-01    +1.357666271716749e-04
+3.194999999999982e-09    +7.917511042242842e-01    +5.860947043025202e-01    +9.162075032263826e-05
+3.199999999999982e-09    +7.917767125991638e-01    +5.860583327212587e-01    +4.270469628730980e-05
+3.204999999999981e-09    +7.917824333673943e-01    +5.860489492534586e-01    -8.690222172920487e-06
+3.209999999999981e-09    +7.917679800724617e-01    +5.860672728480707e-01    -6.010082545602702e-05
+3.214999999999981e-09    +7.917339052721072e-01    +5.861128486920146e-01    -1.089313819748359e-04
+3.219999999999981e-09    +7.916816314189878e-01    +5.861839496149696e-01    -1.525263130584321e-04
+3.224999999999981e-09    +7.916134763356052e-01    +5.862775030146362e-01    -1.882841402916005e-04
+3.229999999999981e-09    +7.915326539882536e-01    +5.863890736756782e-01    -2.138114595583260e-04
+3.234999999999981e-09    +7.914432302876694e-01    +5.865129315637315e-01    -2.271060081631613e-04
+3.239999999999981e-09    +7.913500158952659e-01    +5.866422265473709e-01    -2.267493315548681e-04
+3.244999999999980e-09    +7.912583851633318e-01    +5.867692823484187e-01    -2.120840812088656e-04
+3.249999999999980e-09    +7.911740175447178e-01    +5.868860084337105e-01    -1.833501013199158e-04
+3.254999999999980e-09    +7.911025675451601e-01    +5.869844132347323e-01    -1.417574876744241e-04
+3.259999999999980e-09    +7.910492792070155e-01    +5.870571846484729e-01    -8.948234023340446e-05
+3.264999999999980e-09    +7.910185719851354e-01    +5.870982890931502e-01    -2.957986261832933e-05
+3.269999999999980e-09    +7.910136328729528e-01    +5.871035313835076e-01    +3.418187103815469e-05
+3.274999999999980e-09    +7.910360559802512e-01    +5.870710176965085e-01    +9.755664098919889e-05
+3.279999999999980e-09    +7.910855713116957e-01    +5.870014692971136e-01    +1.561066526024178e-04
+3.284999999999979e-09    +7.911599018272866e-01    +5.868983462231102e-01    +2.055205745726900e-04
+3.289999999999979e-09    +7.912547787922720e-01    +5.867677550279474e-01    +2.419407506371062e-04
+3.294999999999979e-09    +7.913641323497504e-01    +5.866181330638829e-01    +2.622764577262858e-04
+3.299999999999979e-09    +7.914804575736579e-01    +5.864597212607758e-01    +2.644798047566438e-04
+3.304999999999979e-09    +7.915953379225489e-01    +5.863038566254439e-01    +2.477612120891000e-04
+3.309999999999979e-09    +7.917000884860446e-01    +5.861621329127649e-01    +2.127227221139328e-04
+3.314999999999979e-09    +7.917864663794747e-01    +5.860454939908545e-01    +1.613902433519485e-04
+3.319999999999979e-09    +7.918473825005684e-01    +5.859633331638142e-01    +9.713114629283031e-05
+3.324999999999978e-09    +7.918775459775554e-01    +5.859226756341214e-01    +2.445232807382200e-05
+3.329999999999978e-09    +7.918739763584711e-01    +5.859275180105608e-01    -5.131429278087934e-05
+3.334999999999978e-09    +7.918363296354438e-01    +5.859783907137309e-01    -1.244186392891141e-04
+3.339999999999978e-09    +7.917670005920900e-01    +5.860721954072402e-01    -1.891592072872839e-04
+3.344999999999978e-09    +7.916709844647152e-01    +5.862023487590007e-01    -2.403678491697791e-04
+3.349999999999978e-09    +7.915555039561230e-01    +5.863592363437587e-01    -2.738658138631115e-04
+3.354999999999978e-09    +7.914294306578815e-01    +5.865309490390082e-01    -2.868446987146540e-04
+3.359999999999978e-09    +7.913025511309357e-01    +5.867042434877717e-01    -2.781322675862152e-04
+3.364999999999978e-09    +7.911847443986335e-01    +5.868656421228534e-01    -2.483144732728881e-04
+3.369999999999977e-09    +7.910851478656473e-01    +5.870025712538278e-01    -1.996998519050772e-04
+3.374999999999977e-09    +7.910113897188665e-01    +5.871044295903869e-01    -1.361288185542481e-04
+3.379999999999977e-09    +7.909689593135223e-01    +5.871634862785450e-01    -6.264628749267349e-05
+3.384999999999977e-09    +7.909607712484610e-01    +5.871755233944171e-01    +1.493049911770047e-05
+3.389999999999977e-09    +7.909869608755857e-01    +5.871401637301092e-01    +9.050763833920293e-05
+3.394999999999977e-09    +7.910449248246348e-01    +5.870608544357591e-01    +1.582278256093499e-04
+3.399999999999977e-09    +7.911295976472141e-01    +5.869445125223141e-01    +2.129553078298802e-04
+3.404999999999977e-09    +7.912339319731483e-01    +5.868008716417641e-01    +2.506905188302964e-04
+3.409999999999976e-09    +7.913495322964602e-01    +5.866415992208599e-01    +2.688794926939109e-04
+3.414999999999976e-09    +7.914673793646192e-01    +5.864792720513494e-01    +2.665928886841188e-04
+3.419999999999976e-09    +7.915785779807354e-01    +5.863263081845596e-01    +2.445611686835973e-04
+3.424999999999976e-09    +7.916750623521474e-01    +5.861939518822379e-01    +2.050654046769132e-04
+3.429999999999976e-09    +7.917502017761836e-01    +5.860913999087485e-01    +1.516964715028241e-04
+3.434999999999976e-09    +7.917992604450281e-01    +5.860251406768907e-01    +8.900776438256368e-05
+3.439999999999976e-09    +7.918196806695027e-01    +5.859985566440414e-01    +2.209660184237083e-05
+3.444999999999976e-09    +7.918111739330895e-01    +5.860118139449235e-01    -4.384427593483085e-05
+3.449999999999975e-09    +7.917756215657121e-01    +5.860620354778124e-01    -1.039620306942274e-04
+3.454999999999975e-09    +7.917168037456328e-01    +5.861437257374661e-01    -1.541256309603217e-04
+3.459999999999975e-09    +7.916399905844994e-01    +5.862493915693708e-01    -1.912208701221156e-04
+3.464999999999975e-09    +7.915514399306509e-01    +5.863702864602388e-01    -2.133350908128027e-04
+3.469999999999975e-09    +7.914578525539694e-01    +5.864971990156329e-01    -2.198207345808073e-04
+3.474999999999975e-09    +7.913658356500709e-01    +5.866212077655550e-01    -2.112403909441598e-04
+3.479999999999975e-09    +7.912814209438761e-01    +5.867343332639001e-01    -1.892087563351032e-04
+3.484999999999975e-09    +7.912096754461052e-01    +5.868300343749655e-01    -1.561570660468459e-04
+3.489999999999975e-09    +7.911544305967416e-01    +5.869035171150934e-01    -1.150519588347348e-04
+3.494999999999974e-09    +7.911181404837885e-01    +5.869518494369705e-01    -6.910287410667733e-05
+3.499999999999974e-09    +7.911018657523139e-01    +5.869739012131370e-01    -2.149001306617998e-05
+3.504999999999974e-09    +7.911053654079253e-01    +5.869701484186667e-01    +2.486087210761606e-05
+3.509999999999974e-09    +7.911272701677413e-01    +5.869423935003600e-01    +6.743923810771237e-05
+3.514999999999974e-09    +7.911653055521247e-01    +5.868934553393982e-01    +1.042389490292540e-04
+3.519999999999974e-09    +7.912165344516863e-01    +5.868268751165683e-01    +1.337799906255311e-04
+3.524999999999974e-09    +7.912775926203284e-01    +5.867466692566881e-01    +1.550768850947864e-04
+3.529999999999974e-09    +7.913448981780957e-01    +5.866571439449166e-01    +1.675748594470352e-04
+3.534999999999973e-09    +7.914148232431404e-01    +5.865627684754859e-01    +1.710768686144852e-04
+3.539999999999973e-09    +7.914838252395612e-01    +5.864680916036011e-01    +1.656816732580311e-04
+3.544999999999973e-09    +7.915485420993511e-01    +5.863776748359102e-01    +1.517464452448797e-04
+3.549999999999973e-09    +7.916058629403077e-01    +5.862960141309274e-01    +1.298785873149118e-04
+3.554999999999973e-09    +7.916529883116581e-01    +5.862274249555053e-01    +1.009524964544648e-04
+3.559999999999973e-09    +7.916874938860795e-01    +5.861758762546629e-01    +6.613961821360363e-05
+3.564999999999973e-09    +7.917074083420506e-01    +5.861447734973465e-01    +2.693568167870887e-05
+3.569999999999973e-09    +7.917113098152877e-01    +5.861367051338974e-01    -1.483187528951553e-05
+3.574999999999972e-09    +7.916984381028918e-01    +5.861531784430620e-01    -5.703068525431433e-05
+3.579999999999972e-09    +7.916688129346595e-01    +5.861943779919992e-01    -9.729342268448968e-05
+3.584999999999972e-09    +7.916233421553331e-01    +5.862589817233149e-01    -1.331327841117853e-04
+3.589999999999972e-09    +7.915638995640453e-01    +5.863440675691139e-01    -1.620958026510075e-04
+3.594999999999972e-09    +7.914933500737061e-01    +5.864451374797591e-01    -1.819454481372359e-04
+3.599999999999972e-09    +7.914155017952886e-01    +5.865562769134621e-01    -1.908530845861559e-04
+3.604999999999972e-09    +7.913349691795147e-01    +5.866704547889299e-01    -1.875831526090135e-04
+3.609999999999972e-09    +7.912569418208403e-01    +5.867799546632340e-01    -1.716511951351636e-04
+3.614999999999971e-09    +7.911868635845221e-01    +5.868769106441941e-01    -1.434376752108551e-04
+3.619999999999971e-09    +7.911300405355609e-01    +5.869539082405645e-01    -1.042425951308807e-04
+3.624999999999971e-09    +7.910912064468949e-01    +5.870045995235620e-01    -5.626952310972606e-05
+3.629999999999971e-09    +7.910740848606340e-01    +5.870242777527004e-01    -2.532298756627500e-06
+3.634999999999971e-09    +7.910809914416811e-01    +5.870103559493769e-01    +5.331646258503717e-05
+3.639999999999971e-09    +7.911125224237585e-01    +5.869626991606964e-01    +1.072289475744269e-04
+3.644999999999971e-09    +7.911673706420868e-01    +5.868837693914138e-01    +1.550639558332001e-04
+3.649999999999971e-09    +7.912423012840512e-01    +5.867785565908600e-01    +1.929253686803163e-04
+3.654999999999971e-09    +7.913323047237316e-01    +5.866542875009840e-01    +2.175088908950984e-04
+3.659999999999970e-09    +7.914309255024956e-01    +5.865199254792610e-01    +2.264238532202142e-04
+3.664999999999970e-09    +7.915307465504642e-01    +5.863854959981663e-01    +2.184551699466222e-04
+3.669999999999970e-09    +7.916239894612968e-01    +5.862612919595512e-01    +1.937329920771855e-04
+3.674999999999970e-09    +7.917031766856215e-01    +5.861570268365058e-01    +1.537847561283074e-04
+3.679999999999970e-09    +7.917617927060534e-01    +5.860810110485730e-01    +1.014559596114808e-04
+3.684999999999970e-09    +7.917948791955183e-01    +5.860394274827374e-01    +4.070079607469466e-05
+3.689999999999970e-09    +7.917995033464738e-01    +5.860357753360746e-01    -2.374056458014213e-05
+3.694999999999970e-09    +7.917750507202299e-01    +5.860705386759356e-01    -8.674739759785542e-05
+3.699999999999969e-09    +7.917233099812752e-01    +5.861411153264803e-01    -1.432660877422373e-04
+3.704999999999969e-09    +7.916483388984400e-01    +5.862420172378568e-01    -1.887550831172172e-04
+3.709999999999969e-09    +7.915561220656512e-01    +5.863653254069336e-01    -2.195832108205172e-04
+3.714999999999969e-09    +7.914540528267007e-01    +5.865013575931348e-01    -2.333433313699904e-04
+3.719999999999969e-09    +7.913502889173145e-01    +5.866394862104970e-01    -2.290529570269560e-04
+3.724999999999969e-09    +7.912530433342438e-01    +5.867690302649156e-01    -2.072254232480924e-04
+3.729999999999969e-09    +7.911698781542874e-01    +5.868801402080198e-01    -1.698080055460561e-04
+3.734999999999969e-09    +7.911070677157603e-01    +5.869645970015844e-01    -1.199956400524712e-04
+3.739999999999968e-09    +7.910690900384298e-01    +5.870164563158408e-01    -6.193959230692596e-05
+3.744999999999968e-09    +7.910582913311390e-01    +5.870324838780624e-01    -3.788279067292324e-07
+3.749999999999968e-09    +7.910747508729151e-01    +5.870123487106687e-01    +5.977230534875782e-05
+3.754999999999968e-09    +7.911163520864775e-01    +5.869585639564354e-01    +1.138432674159661e-04
+3.759999999999968e-09    +7.911790457498150e-01    +5.868761894541622e-01    +1.577961395636870e-04
+3.764999999999968e-09    +7.912572718946951e-01    +5.867723306529113e-01    +1.885494104277400e-04
+3.769999999999968e-09    +7.913444944283867e-01    +5.866554858527007e-01    +2.042079499718270e-04
+3.774999999999968e-09    +7.914337923859824e-01    +5.865348034820618e-01    +2.041793562805531e-04
+3.779999999999968e-09    +7.915184508763156e-01    +5.864193176380131e-01    +1.891681684749351e-04
+3.784999999999967e-09    +7.915924966243421e-01    +5.863172289259130e-01    +1.610518559309966e-04
+3.789999999999967e-09    +7.916511325119702e-01    +5.862352924687766e-01    +1.226545889353615e-04
+3.794999999999967e-09    +7.916910377840012e-01    +5.861783633151424e-01    +7.744521060288153e-05
+3.799999999999967e-09    +7.917105161714987e-01    +5.861491333020430e-01    +2.919330818895792e-05
+3.804999999999967e-09    +7.917094910370794e-01    +5.861480735244790e-01    -1.837912562537442e-05
+3.809999999999967e-09    +7.916893620267524e-01    +5.861735743244021e-01    -6.191377653590202e-05
+3.814999999999967e-09    +7.916527508998999e-01    +5.862222539542070e-01    -9.866839369905672e-05
+3.819999999999967e-09    +7.916031740871828e-01    +5.862893911012070e-01    -1.266831166898960e-04
+3.824999999999966e-09    +7.915446821278596e-01    +5.863694252614572e-01    -1.448502793044083e-04
+3.829999999999966e-09    +7.914815062757676e-01    +5.864564667399166e-01    -1.528902905191544e-04
+3.834999999999966e-09    +7.914177451871750e-01    +5.865447612536785e-01    -1.512483396696737e-04
+3.839999999999966e-09    +7.913571161158993e-01    +5.866290661389292e-01    -1.409358931808343e-04
+3.844999999999966e-09    +7.913027828692970e-01    +5.867049118600953e-01    -1.233458313105946e-04
+3.849999999999966e-09    +7.912572611270543e-01    +5.867687426548858e-01    -1.000700872902322e-04
+3.854999999999966e-09    +7.912223917579869e-01    +5.868179494803897e-01    -7.274413669112964e-05
