#NN            throughput
1024           8.315192571414837e+06   1.6906337195843912e-14
4096           3.0504302551443618e+07  1.697533339932259e-14
16384          1.2123971157025258e+08  1.696010805529373e-14
65536          3.999666897858757e+08   1.6952229423464676e-14
262144         9.584619271763228e+08   1.6948243839309567e-14
1.048576e+06   1.2952368840027802e+09  1.6946214195268384e-14
4.194304e+06   1.211718702604087e+09   1.6945205118530127e-14
1.6777216e+07  1.2722527498011458e+09  1.6944707184137944e-14
6.7108864e+07  1.2522794388418639e+09  1.6944448727879328e-14
