# Iteration Hx(2K1/Js) Mx My Mz
13200 0.5994719728495458 -0.07894334146262864 -0.10941660687034364 -0.0966507398092407
13300 0.6204912019193571 -0.07610224778095961 -0.10750653444201422 -0.09798472658916078
13400 0.6204912019193571 -0.07610224769055421 -0.10750653444201422 -0.09798472658916078
13500 0.6204912019193571 -0.07610224778095961 -0.1075065342557497 -0.09798472658916078
13600 0.6610222070965504 -0.07080268426000885 -0.10400201978183594 -0.10029274277610582
13700 0.6610222070965504 -0.07080268426035664 -0.10400201959633455 -0.10029274277610582
13800 0.6610222070965504 -0.07080268426035664 -0.10400201978183594 -0.10029274277608011
13900 0.6836499183146492 -0.06793938936720269 -0.10213762302969438 -0.1014480777351268
14000 0.6836499183146492 -0.06793938936712682 -0.10213762302969438 -0.10144807777247784
14100 0.7394614099678011 -0.061139028475276615 -0.09778314484583937 -0.10395620502412936
14200 0.7394614099678011 -0.0611390284657634 -0.09778314484583937 -0.1039562050244536
14300 0.7394614099678011 -0.061139028475276615 -0.09778314465957486 -0.1039562050244536
14400 0.7772514364546412 -0.05672303984744229 -0.09500623838334174 -0.10542219002019208
14500 0.7772514364546412 -0.05672303984744229 -0.09500623856930668 -0.10542219001944289
14600 0.7909557280872892 -0.05515504988345181 -0.09402923205806425 -0.10591442840278213
14700 0.7909557280872892 -0.05515504986335031 -0.09402923205806425 -0.10591442840291568
14800 0.7909557280872892 -0.05515504988345181 -0.09402923187179973 -0.10591442840291568
14900 0.7976014249094975 -0.05440065628073493 -0.0935608042657716 -0.1061462200977689
15000 0.7976014249094975 -0.054400656280549964 -0.0935608042657716 -0.10614622011321177
15100 0.807392971568633 -0.05329601340007106 -0.09287678313937946 -0.10647987379851716
15200 0.807392971568633 -0.05329601339087296 -0.09287678313937946 -0.1064798737987962
15300 0.807392971568633 -0.05329601340007106 -0.09287678295311494 -0.1064798737987962
15400 0.8241745062351801 -0.051420984461991816 -0.09172079576052863 -0.10703100187425152
15500 0.8241745062351801 -0.05142098446190567 -0.09172079576052863 -0.10703100190760291
15600 0.8219278464544592 -0.05167071777833639 -0.09187439501986909 -0.10695867968834541
15700 0.8219278464544592 -0.05167071777509404 -0.09187439501986909 -0.10695867968913164
15800 0.8372198225795927 -0.04997845798895916 -0.09083574893604474 -0.10744240916399925
15900 0.8819494387464234 -0.04512194256989397 -0.08788311779660968 -0.10875219796246169
16000 0.8819494387464234 -0.04512194256980493 -0.08788311779660968 -0.10875219799413163
16100 0.878011997954572 -0.04554434648181036 -0.08813828350295866 -0.1086426576708897
16200 0.878011997954572 -0.045544346482104814 -0.08813828331699257 -0.1086426576708897
16300 0.8786867896361921 -0.04547189066443511 -0.0880944921072602 -0.10866150433800201
16400 0.8813859563626728 -0.04518233664309283 -0.0879195810633073 -0.10873658542402945
16500 0.8813859563626728 -0.04518233668015832 -0.08791958087704281 -0.10873658542402945
16600 0.8892003856905447 -0.04434642072068961 -0.08741545245117731 -0.10895124753369836
16700 0.8892003856905447 -0.0443464207213251 -0.08741545226498025 -0.10895124753369836
16800 0.9066403229657646 -0.042492942466451064 -0.08630201437842577 -0.10941645001978165
16900 0.9066403229657646 -0.042492942466451064 -0.08630201475095481 -0.10941644988397618
17000 0.9066403229657646 -0.04249294246643129 -0.08630201475095481 -0.10941645001978165
17100 0.9619007036105146 -0.036712381076046824 -0.08286849370025544 -0.11077960501559984
17200 0.9619007036105146 -0.036712381076046824 -0.0828684938865181 -0.11077960500670422
17300 0.9766256074417355 -0.035190685996846674 -0.08197464886309111 -0.11111840358841538
17400 0.973340707244765 -0.03552961903529735 -0.08217337057547167 -0.11104361027520963
17500 0.973340707244765 -0.03552961903525423 -0.08217337057547167 -0.11104361034074979
17600 0.9764715238404784 -0.03520657810706523 -0.08198396175923087 -0.11111490525153186
17700 0.9764715238404784 -0.03520657810706523 -0.08198396194549236 -0.11111490524438242
17800 0.9830850732231644 -0.03452502067269565 -0.08158497701384695 -0.11126421144276663
17900 0.9830850732231644 -0.03452502062364803 -0.08158497701384695 -0.11126421144281955
18000 0.9830850732231644 -0.03452502067269565 -0.08158497682758246 -0.11126421144281955
18100 1.0310207804849119 -0.02960970394284803 -0.0787335288145182 -0.11229926930856009
18200 1.0310207804849119 -0.029609703941204046 -0.0787335288145182 -0.1122992693094794
18300 1.0265128470948919 -0.030070711928830107 -0.07899898733333999 -0.11220512300636551
18400 1.0265128470948919 -0.030070711886709477 -0.07899898733333999 -0.1122051230064121
18500 1.0265128470948919 -0.030070711928830107 -0.0789989871470755 -0.1122051230064121
18600 1.030109358097068 -0.02970290136466146 -0.07878716087277464 -0.11228029079524579
18700 1.030109358097068 -0.02970290136386739 -0.07878716087277464 -0.11228029079739991
18800 1.0361829346004505 -0.029081935608307945 -0.0784301444867832 -0.1124063758933588
18900 1.0361829346004505 -0.029081935567828315 -0.0784301444867832 -0.11240637589339322
19000 1.0361829346004505 -0.029081935608307945 -0.0784301443005187 -0.11240637589339322
19100 1.0469202790455074 -0.027984425469784035 -0.07780102175432654 -0.11262677457821432
19200 1.0469202790455074 -0.02798442547140594 -0.0778010215680686 -0.11262677457821432
19300 1.0627549678968187 -0.026365611479737993 -0.07687751566664244 -0.11294639117889738
19400 1.0627549678968187 -0.026365611466617832 -0.07687751566664244 -0.11294639117896532
19500 1.0627549678968187 -0.026365611479737993 -0.07687751548037794 -0.11294639117896532
19600 1.0923577227686962 -0.02333295082021828 -0.07516206617773422 -0.11352882327166063
19700 1.0923577227686962 -0.02333295082021828 -0.07516206636366558 -0.1135288232706001
19800 1.135567337834656 -0.01887002981132272 -0.07267375528706137 -0.11435121171721627
19900 1.135567337834656 -0.01887002981132272 -0.07267375547332589 -0.11435121166798574
20000 1.135567337834656 -0.018870029811297033 -0.07267375547332589 -0.11435121171721627
20100 1.1996604894566516 -0.012086975733425018 -0.06897942929555974 -0.11553257868969787
20200 1.1996604894566516 -0.012086975734417691 -0.0689794291093007 -0.11553257868969787
20300 1.2374816762633558 -0.007932559685869528 -0.06677165459489785 -0.1162190560506889
20400 1.2374816762633558 -0.007932559685892624 -0.06677165442204981 -0.1162190560506889
20500 1.2374816762633558 -0.007932559685892624 -0.06677165459489785 -0.11621905605064047
20600 1.2658475663683844 -0.004709877490814563 -0.06508861006756396 -0.11673239137617783
20700 1.2658475663683844 -0.004709877490814563 -0.0650886102536257 -0.11673239137447348
20800 1.2942134564734127 -0.001369623595354036 -0.06337163380751486 -0.11724588507376024
20900 1.2942134564734127 -0.001369623595354036 -0.06337163399377929 -0.1172458850133159
21000 1.2942134564734127 -0.001369623595328139 -0.06337163399377929 -0.11724588507376024
21100 1.332034643280117 0.0033179750478046083 -0.061008849195323234 -0.11793156845815063
21200 1.332034643280117 0.0033179750478678815 -0.061008849195323234 -0.11793156846397887
21300 1.3698558300868215 0.00835705614143938 -0.05852798183264348 -0.11861656184966858
21400 1.3698558300868215 0.008357056148259542 -0.05852798183264348 -0.11861656184970523
21500 1.3698558300868215 0.00835705614143938 -0.05852798164637899 -0.11861656184970523
21600 1.4154731719534652 0.015089611371329918 -0.05530231036675827 -0.11943049653981568
21700 1.4154731719534652 0.015089611371075798 -0.0553023101805943 -0.11943049653981568
21800 1.4540492610241098 0.02159588794677415 -0.0522703302893082 -0.12008357400980078
21900 1.4540492610241098 0.021595887969820038 -0.0522703302893082 -0.12008357400987657
22000 1.4540492610241098 0.02159588794677415 -0.05227033010304409 -0.12008357400987657
22100 1.4487579065619713 0.020646437823978903 -0.05270811296303324 -0.1199974537226012
22200 1.4487579065619713 0.020646437823978903 -0.05270811314929251 -0.11999745371443868
22300 1.4544694408002585 0.021672180337230323 -0.0522352179490847 -0.1200903483455541
22400 1.4544694408002585 0.021672180337222992 -0.05223521791256565 -0.1200903483455541
22500 1.4544694408002585 0.021672180337222992 -0.0522352179490847 -0.12009034834529501
22600 1.460931666626896 0.022862885102161928 -0.05168841057169092 -0.12019326321658248
22700 1.460931666626896 0.02286288510324117 -0.05168841057169092 -0.1201932632184185
22800 1.4779750049616864 0.026176613831000284 -0.05017793650178959 -0.12045058159060795
22900 1.4779750049616864 0.026176613831000284 -0.050177936688054106 -0.12045058141300011
23000 1.4779750049616864 0.026176613831054095 -0.050177936688054106 -0.12045058159060795
23100 1.5154145468887923 0.034641916926257545 -0.04638130418766854 -0.12089407858792736
23200 1.5154145468887923 0.0346419169260779 -0.04638130400203121 -0.12089407858792736
23300 1.5128542504255893 0.0339953439557917 -0.04666873889331049 -0.12087187069822684
23400 1.5128542504255893 0.0339953439557917 -0.04666873907957492 -0.12087187054872635
23500 1.5128542504255893 0.03399534395588946 -0.04666873907957492 -0.12087187069822684
23600 1.5152486380691546 0.03459965415304052 -0.0464000802940555 -0.12089268719295317
23700 1.5152486380691546 0.03459965415537098 -0.0464000802940555 -0.1208926871941339
23800 1.5185661964909454 0.03545502555988451 -0.046020310389013934 -0.12091910578982461
23900 1.5185661964909454 0.03545502555988451 -0.04602031057527845 -0.12091910561260977
24000 1.5185661964909454 0.03545502555995774 -0.04602031057527845 -0.12091910578982461
24100 1.5240665317617632 0.036923024847964024 -0.0453698117856449 -0.1209559867266768
24200 1.5240665317617632 0.03692302484705989 -0.04536981159947182 -0.1209559867266768
24300 1.5563652258808773 0.047300995634406304 -0.04079943891305586 -0.12089084859877983
24400 1.559796722825539 0.04866010562435206 -0.040202203122476854 -0.12083728620334791
24500 1.559796722825539 0.04866010560591618 -0.04020220293621609 -0.12083728620334791
24600 1.570528531754999 0.05343479342466943 -0.03810092799103066 -0.12056028101324776
24700 1.570528531754999 0.05343479344136846 -0.03810092799103066 -0.12056028101335414
24800 1.5715859273590098 0.05395835451257782 -0.03787000526469957 -0.1205212624219167
24900 1.5868085927452107 0.06318988493830625 -0.033766215227643954 -0.11953640829369672
25000 1.5868085927452107 0.06318988493830625 -0.03376621541377844 -0.11953640828971646
25100 1.5962390342114143 0.07183151979098912 -0.0298347428390216 -0.11807012101478256
25200 1.5962390342114143 0.07183151979098912 -0.029834743025286114 -0.11807012086808397
25300 1.5962390342114143 0.07183151979118331 -0.029834743025286114 -0.11807012101478256
25400 1.6029828925031642 0.08145376381717709 -0.025293520452062634 -0.11575780540553571
25500 1.6029828925031642 0.08145376381717709 -0.025293520638325906 -0.11575780538886707
25600 1.6072857502233147 0.09118790156732656 -0.02045392597551384 -0.11262021993127727
25700 1.60749919815909 0.09180273060733439 -0.02013816901479164 -0.11239320939682193
25800 1.60749919815909 0.09180273060733439 -0.02013816919621807 -0.11239320939544473
25900 1.6114657491262632 0.10745848943860366 -0.011587971490163088 -0.10533413696831231
26000 1.6114657491262632 0.10745848943856881 -0.011587971337041128 -0.10533413696831231
26100 1.6114657491262632 0.10745848943856881 -0.011587971490163088 -0.10533413696810583
26200 1.6140885091055306 0.12617012398235597 0.00041152190488232264 -0.09301579542666277
26300 1.6140885091055306 0.12617012398235597 0.00041152171864320964 -0.09301579542059436
26400 1.6155810517458393 0.1429489745225617 0.013994223964412179 -0.07667488854149224
26500 1.6155810517458393 0.14294897452255423 0.013994224039852454 -0.07667488854149224
26600 1.6155810517458393 0.14294897452255423 0.013994223964412179 -0.0766748885410998
26700 1.6155148561790382 0.14208206239720253 0.013192249969905662 -0.07769402456962789
26800 1.6155148561790382 0.14208206239720253 0.013192249783665127 -0.07769402456413507
26900 1.6156269321263435 0.1435563554177381 0.014564609165138954 -0.07594648589163908
27000 1.6156269321263435 0.14355635556664298 0.014564609165138954 -0.07594648589165091
27100 1.6156269321263435 0.1435563554177381 0.014564609351403125 -0.07594648589165091
27200 1.6157926638893445 0.14579329219417927 0.016730091258173596 -0.07315508244416405
27300 1.6157926638893445 0.14579329219417927 0.016730091071991325 -0.07315508244055441
27400 1.6168820420209045 0.16133706533781195 0.03643887882538305 -0.04624982536484734
27500 1.6168820420209045 0.16133706548890983 0.03643887882538305 -0.046249825364854696
27600 1.6168820420209045 0.16133706533781195 0.036438879011646316 -0.046249825364854696
27700 1.6176202245289961 0.16905534085236723 0.057858247998995624 -0.015194186341992494
27800 1.6176202245289961 0.16905534090911284 0.057858247998995624 -0.015194186342082874
27900 1.6179531734592218 0.16943932505537332 0.0704069757855359 0.003262014599456878
28000 1.6184525968545613 0.16303864096531273 0.09263169458069935 0.035387005521219046
28100 1.6184525968545613 0.1630386409538963 0.09263169476691768 0.035387005521219046
28200 1.6192849691801263 0.12741744669267702 0.1354891882764907 0.09005292931817854
28300 1.6192849691801263 0.1274174466926558 0.1354891884194384 0.09005292931817854
28400 1.6192849691801263 0.1274174466926558 0.1354891882764907 0.09005292931830818
28500 1.620117341505692 0.0670387274690939 0.17907096425650143 0.12592107265188715
28600 1.620117341505692 0.0670387274690939 0.1790709640702385 0.12592107269694344
28700 1.620486178657937 0.036928841802014875 0.1977517545866378 0.13279101779779276
28800 1.620486178657937 0.036928841802014875 0.19775175421410876 0.13279101781458763
28900 1.620486178657937 0.03692884180291253 0.19775175421410876 0.13279101779779276
29000 1.6210265508675836 -0.007331595098254695 0.2245481390645235 0.1324128371642275
29100 1.6210265508675836 -0.007331595086954325 0.2245481390645235 0.13241283716414626
29200 1.6210535694780661 -0.0094995669367647 0.22587523219052721 0.1320690288653341
29300 1.621590690213927 -0.05054600875895567 0.25210923535145296 0.11894597760452912
29400 1.621590690213927 -0.050546008759615436 0.25210923553685005 0.11894597760452912
29500 1.622244650299068 -0.09179731497813294 0.2838615931206575 0.08793719576974997
29600 1.622244650299068 -0.09179731497814705 0.28386159330649274 0.08793719576974997
29700 1.622244650299068 -0.09179731497814705 0.2838615931206575 0.08793719576993528
29800 1.6229277788639227 -0.11879622087248623 0.31699469463086677 0.04199990884731545
29900 1.6229277788639227 -0.11879622087248623 0.31699469444460227 0.04199990889696598
30000 1.6232693431463496 -0.12461503308819066 0.3335688140821689 0.016023512126613938
30100 1.6236109074287768 -0.1249009395259559 0.3501491359874039 -0.010506507464992054
30200 1.6236109074287768 -0.12490093950761905 0.3501491359874039 -0.01050650746506524
30300 1.624160864764329 -0.11382786354560574 0.37685410556367793 -0.051474693157356644
30400 1.624160864764329 -0.11382786354261212 0.37685410556367793 -0.05147469315736801
30500 1.624160864764329 -0.11382786354560574 0.37685410574991884 -0.05147469315736801
30600 1.6247171635869913 -0.08947674708671899 0.40387098877537353 -0.08663648358669215
30700 1.6247171635869913 -0.08947674708674387 0.40387098895635154 -0.08663648358669215
30800 1.62488405323379 -0.07998938100110274 0.4119759621440025 -0.09532659811360371
30900 1.6252989145589034 -0.053016171517905275 0.4321228176827807 -0.11230868822862639
31000 1.6252989145589034 -0.053016171517905275 0.4321228174965164 -0.11230868814665303
31100 1.6259625964252185 -0.0036375479234951485 0.46435132233949206 -0.12380968113513517
31200 1.6259625964252185 -0.003637547923509904 0.4643513225257473 -0.12380968113513517
31300 1.6259625964252185 -0.003637547923509904 0.46435132233949206 -0.12380968113159316
31400 1.6266585920947827 0.048475719331743335 0.49815132288121233 -0.11372498980781953
31500 1.6266585920947827 0.048475719345341825 0.49815132288121233 -0.11372498980783363
31600 1.627018959760455 0.0724869976361291 0.5156555673329255 -0.10005151605851251
31700 1.6271734030457432 0.08173386608295516 0.5231585593497549 -0.09262152731623215
31800 1.6271734030457432 0.08173386608285438 0.5231585595017897 -0.09262152731623215
31900 1.6274548205067492 0.09659738623479638 0.5368323888799955 -0.07695337760402197
32000 1.6274548205067492 0.09659738623826297 0.5368323888799955 -0.07695337760403631
32100 1.6274890735525762 0.09821399319834268 0.5384969486519859 -0.07487619576810237
32200 1.6281976679314216 0.12080156354525881 0.5729470659860864 -0.02579013550837313
32300 1.6281976679314216 0.12080156354523457 0.5729470661515826 -0.02579013550837313
32400 1.6289597775254725 0.11937550417115861 0.6100496411681252 0.0323044835820354
32500 1.6289597775254725 0.11937550417114033 0.6100496413543898 0.0323044835820354
32600 1.6289597775254725 0.11937550417114033 0.6100496411681252 0.03230448359559949
32700 1.6297218871195236 0.09158239976129542 0.6472540078628325 0.08350911719004873
32800 1.6297218871195236 0.09158239976129542 0.6472540076765679 0.08350911719143209
32900 1.6298689886276205 0.08358979997346143 0.6544544545186413 0.09160148526533207
33000 1.6303102931519116 0.05561792510987588 0.6761137823791089 0.11110810418171613
33100 1.6303102931519116 0.055617925109839726 0.6761137825649123 0.11110810418171613
33200 1.6308986991842995 0.011910065979585528 0.7051993987044357 0.1241089220711998
33300 1.6308986991842995 0.0119100659795429 0.7051993988907002 0.1241089220711998
33400 1.6308986991842995 0.0119100659795429 0.7051993987044357 0.1241089222556923
33500 1.6314871052166873 -0.03399813005436862 0.7347089465607508 0.12055301932790832
33600 1.6314871052166873 -0.03399813005436862 0.7347089463744862 0.12055301932826931
33700 1.6315459458199264 -0.03848352370898396 0.7376957540268289 0.11926724052000481
33800 1.6321024301380949 -0.0779780740930339 0.7664499985760711 0.09902063376602595
