#t                         m_x                       m_y                       m_z                       unnamed_x                 unnamed_y                 unnamed_z             
+8.199999999999982e-10    -7.674620085664379e-01    -5.734655115113602e-02    +4.537028547600710e-02    -9.750385816030179e-01    -7.285715679747305e-02    +5.764165301170133e-02
+8.249999999999982e-10    -7.687380435708244e-01    -3.843765970536884e-02    +4.677575190190921e-02    -9.766597476631815e-01    -4.883394979937677e-02    +5.942725799944794e-02
+8.299999999999982e-10    -7.666323594762838e-01    -1.917568516225814e-02    +4.638379571439165e-02    -9.739845361088272e-01    -2.436216080167784e-02    +5.892928884806085e-02
+8.349999999999982e-10    -7.633426886428039e-01    +1.042352508192399e-04    +4.343570960709473e-02    -9.698051031888725e-01    +1.324279117107984e-04    +5.518382957526675e-02
+8.399999999999981e-10    -7.609857868034308e-01    +1.805302309229298e-02    +3.825482118666505e-02    -9.668107266584531e-01    +2.293585067804964e-02    +4.860165867883998e-02
+8.449999999999981e-10    -7.604731723561990e-01    +3.355030716531571e-02    +3.229981541127663e-02    -9.661594646312007e-01    +4.262470786263434e-02    +4.103599377313557e-02
+8.499999999999981e-10    -7.614996202768743e-01    +4.621200505328008e-02    +2.721576116670929e-02    -9.674635374237214e-01    +5.871103371533350e-02    +3.457684793388376e-02
+8.549999999999981e-10    -7.626616625621944e-01    +5.625462767515008e-02    +2.419020306490805e-02    -9.689398789872049e-01    +7.146989918033955e-02    +3.073296270281122e-02
+8.599999999999981e-10    -7.634011347595711e-01    +6.429628148285912e-02    +2.343541378432153e-02    -9.698793573124083e-01    +8.168659086656048e-02    +2.977402446047797e-02
+8.649999999999980e-10    -7.647200789520798e-01    +7.156744851394627e-02    +2.391656152583334e-02    -9.715550382716253e-01    +9.092440108967861e-02    +3.038530893604634e-02
+8.699999999999980e-10    -7.673792914576477e-01    +7.883630914507875e-02    +2.414535495602037e-02    -9.749334918767140e-01    +1.001592810974698e-01    +3.067598446025417e-02
+8.749999999999980e-10    -7.706217159644908e-01    +8.591715819631307e-02    +2.326873894930826e-02    -9.790528996868966e-01    +1.091552977580950e-01    +2.956226883882340e-02
+8.799999999999980e-10    -7.733048867763483e-01    +9.171779128421616e-02    +2.100081157773587e-02    -9.824617916364526e-01    +1.165248365695253e-01    +2.668093183077113e-02
+8.849999999999980e-10    -7.745853341074682e-01    +9.476280148441518e-02    +1.742493026200854e-02    -9.840885634318207e-01    +1.203934351365274e-01    +2.213787666041779e-02
+8.899999999999980e-10    -7.746326002604914e-01    +9.423578019458735e-02    +1.273806425001316e-02    -9.841486137304507e-01    +1.197238696268703e-01    +1.618334713649315e-02
+8.949999999999979e-10    -7.746374013859103e-01    +9.040046376439759e-02    +7.364408369465373e-03    -9.841547134232905e-01    +1.148512095468277e-01    +9.356270682794715e-03
+8.999999999999979e-10    -7.756134639850196e-01    +8.407220579945804e-02    +1.957879630966149e-03    -9.853947731025560e-01    +1.068113383854157e-01    +2.487430201128208e-03
+9.049999999999979e-10    -7.774082825033448e-01    +7.541336052399003e-02    -2.778356894964970e-03    -9.876750388131826e-01    +9.581052255157047e-02    -3.529823151915795e-03
+9.099999999999979e-10    -7.788119334406717e-01    +6.398631797106943e-02    -6.186963889782899e-03    -9.894583372745012e-01    +8.129279106994429e-02    -7.860361070890432e-03
+9.149999999999979e-10    -7.790559360104360e-01    +4.994032854060415e-02    -8.032917554486693e-03    -9.897683355765342e-01    +6.344776231461370e-02    -1.020559252579947e-02
+9.199999999999979e-10    -7.784711754392304e-01    +3.428772470388369e-02    -8.536465099917538e-03    -9.890254139575335e-01    +4.356157580245272e-02    -1.084533531304660e-02
+9.249999999999978e-10    -7.779093748532206e-01    +1.848330781093994e-02    -8.109207660420595e-03    -9.883116623445384e-01    +2.348251513449441e-02    -1.030251692837555e-02
+9.299999999999978e-10    -7.780560115226515e-01    +3.600278689271507e-03    -7.174792994359779e-03    -9.884979600486291e-01    +4.574051337238239e-03    -9.115369759583639e-03
+9.349999999999979e-10    -7.788967344542291e-01    -1.020236191055127e-02    -5.978351170101088e-03    -9.895660745423458e-01    -1.296180967295843e-02    -7.595324563503121e-03
+9.399999999999980e-10    -7.797530109679194e-01    -2.309258445909211e-02    -4.690516263630679e-03    -9.906539494182997e-01    -2.933846958574482e-02    -5.959167064463791e-03
+9.449999999999981e-10    -7.802095203012698e-01    -3.504130918339816e-02    -3.567157907990070e-03    -9.912339314993800e-01    -4.451898337940412e-02    -4.531972329754134e-03
+9.499999999999982e-10    -7.804151126730979e-01    -4.599155925445342e-02    -2.652718748005546e-03    -9.914951307410077e-01    -5.843096361856118e-02    -3.370203471411512e-03
+9.549999999999983e-10    -7.805927207307137e-01    -5.573153597202913e-02    -1.671801167691454e-03    -9.917207767099887e-01    -7.080532609845887e-02    -2.123975677067058e-03
+9.599999999999983e-10    -7.808764167581009e-01    -6.387145449415663e-02    -2.569188129530937e-04    -9.920812044172400e-01    -8.114686030026848e-02    -3.264080204267594e-04
+9.649999999999984e-10    -7.812678693312642e-01    -6.996277045508788e-02    +1.870281273610340e-03    -9.925785337409608e-01    -8.888570340696030e-02    +2.376138987812641e-03
+9.699999999999985e-10    -7.816361636947268e-01    -7.367874267626824e-02    +4.734205059545193e-03    -9.930464412200998e-01    -9.360674007506038e-02    +6.014672432970570e-03
+9.749999999999986e-10    -7.818094601058730e-01    -7.491495376525095e-02    +8.113218144412800e-03    -9.932666093652781e-01    -9.517731098711782e-02    +1.030761213384455e-02
+9.799999999999987e-10    -7.817389040970063e-01    -7.370911900939101e-02    +1.169473756403608e-02    -9.931769699693975e-01    -9.364533233947446e-02    +1.485783035430887e-02
+9.849999999999988e-10    -7.816434651947808e-01    -7.028980275583256e-02    +1.517836107302798e-02    -9.930557175675628e-01    -8.930118861286916e-02    +1.928367461387178e-02
+9.899999999999989e-10    -7.816660825163816e-01    -6.509269979793034e-02    +1.825524142971316e-02    -9.930844522292491e-01    -8.269841760928125e-02    +2.319276330524352e-02
+9.949999999999989e-10    -7.816933436299239e-01    -5.860501404523704e-02    +2.065149449709434e-02    -9.931190866960820e-01    -7.445599799295623e-02    +2.623713444792134e-02
+9.999999999999990e-10    -7.816782159700211e-01    -5.118733951499660e-02    +2.217751313544755e-02    -9.930998674358581e-01    -6.503205417289891e-02    +2.817589758151153e-02
+1.004999999999999e-09    -7.817186150250428e-01    -4.303945676314117e-02    +2.278438507774958e-02    -9.931511932824368e-01    -5.468040164448706e-02    +2.894691106652056e-02
