1.01e-15 1.02346e-06 -2.87388e-07 1
1.111e-14 1.12589e-05 -3.15722e-06 1
1.1211e-13 0.000113706 -3.14504e-05 1
1.0305e-12 0.00105209 -0.00025479 0.999999
2.81173e-12 0.00289561 -0.000512419 0.999996
4.9845e-12 0.00515041 -0.000512315 0.999987
7.64546e-12 0.00784866 -4.96093e-05 0.999969
1.07169e-11 0.0107636 0.00108495 0.999941
1.42173e-11 0.0136676 0.0030803 0.999902
1.81176e-11 0.0161898 0.00602158 0.999851
2.24077e-11 0.0179072 0.00985499 0.999791
2.68541e-11 0.0183965 0.0141156 0.999731
3.15309e-11 0.0174882 0.0184615 0.999677
3.63858e-11 0.0151541 0.0223484 0.999635
4.14718e-11 0.0115267 0.0252872 0.999614
4.68474e-11 0.00691768 0.0267817 0.999617
5.21348e-11 0.00224434 0.0264964 0.999646
5.75441e-11 -0.00201792 0.0245072 0.999698
6.30352e-11 -0.00521733 0.0210816 0.999764
6.87508e-11 -0.00689264 0.0165986 0.999838
7.44098e-11 -0.0066975 0.0119533 0.999906
8.00826e-11 -0.00474929 0.00781616 0.999958
8.583e-11 -0.00136151 0.00478771 0.999988
9.17683e-11 0.0030079 0.00334501 0.99999
9.75936e-11 0.00741461 0.0037624 0.999965
1.03436e-10 0.0112251 0.00586572 0.99992
1.0935e-10 0.0138505 0.00929459 0.999861
1.15486e-10 0.0148516 0.0135667 0.999798
1.21412e-10 0.0140524 0.0176442 0.999746
1.27412e-10 0.0116831 0.0210165 0.999711
1.33482e-10 0.00816716 0.0230975 0.9997
1.39707e-10 0.00408597 0.0235176 0.999715
1.45726e-10 0.000404835 0.0222667 0.999752
1.5184e-10 -0.00241608 0.0196189 0.999805
1.58061e-10 -0.00385917 0.016045 0.999864
1.64296e-10 -0.00365556 0.0122666 0.999918
1.70433e-10 -0.00194325 0.00904522 0.999957
1.76668e-10 0.000951063 0.00685594 0.999976
1.83101e-10 0.00453986 0.0061189 0.999971
1.89321e-10 0.0079083 0.00695063 0.999945
1.95608e-10 0.0105745 0.00911317 0.999903
2.01989e-10 0.01204 0.0121917 0.999853
2.08457e-10 0.0120163 0.0155728 0.999807
2.14769e-10 0.0105937 0.0184735 0.999773
2.21196e-10 0.00806524 0.0204659 0.999758
2.2781e-10 0.00489695 0.0211389 0.999765
2.34236e-10 0.00191178 0.0203805 0.99979
2.40705e-10 -0.000405344 0.0184219 0.99983
2.47282e-10 -0.00161015 0.0156557 0.999876
2.53936e-10 -0.00144882 0.0126752 0.999919
2.60438e-10 -3.99363e-05 0.0101935 0.999948
2.67068e-10 0.00231962 0.008603 0.99996
2.73925e-10 0.00517383 0.00826077 0.999952
2.80506e-10 0.00770726 0.00919378 0.999928
2.87207e-10 0.00954137 0.0111574 0.999892
2.94043e-10 0.0102707 0.0137343 0.999853
3.0082e-10 0.00974892 0.0162765 0.99982
3.07554e-10 0.0081693 0.0182417 0.9998
3.14437e-10 0.005866 0.0192577 0.999797
3.21395e-10 0.00338647 0.019082 0.999812
3.28184e-10 0.00136954 0.017835 0.99984
3.35119e-10 0.000163374 0.0157997 0.999875
3.42296e-10 6.95311e-05 0.0134121 0.99991
3.4917e-10 0.0010516 0.011402 0.999934
3.56206e-10 0.0028614 0.0100889 0.999945
3.63432e-10 0.0050839 0.00980592 0.999939
3.70443e-10 0.00706114 0.0105811 0.999919
3.77537e-10 0.00841515 0.0121832 0.99989
3.84817e-10 0.00882574 0.014243 0.99986
3.91976e-10 0.0082097 0.0161627 0.999836
3.99144e-10 0.00677721 0.0175161 0.999824
4.06507e-10 0.00486262 0.017998 0.999826
4.13791e-10 0.00302468 0.0174934 0.999842
4.21034e-10 0.00170732 0.0161946 0.999867
4.28472e-10 0.00120126 0.0144128 0.999895
4.35894e-10 0.00163911 0.0126641 0.999918
4.43233e-10 0.00284223 0.0114081 0.999931
